,python-version,gdbm-version,ninja-version
oxna4objg43zgfo6zrn3qxr4bi6h6tcu,14.0,1.0,3.0
ozttf2enc3pwnsugkhpfds7nup7n5fzd,19.0,1.0,5.0
p242gnphbbg6af2am4ctrru2r3huaqcb,35.0,0.0,5.0
p342uxtjjw2oxv72dvrtuqblk3gl473d,57.0,0.0,6.0
p3axun6cjwz4g2ghlrinnfpl3pbpthsc,45.0,0.0,3.0
p4xgegukp7lqygquvuhqh5j5tax5cpqe,33.0,0.0,1.0
pb2cpdm7u4xk7m3rsny36xdl7tdqjiwx,21.0,0.0,1.0
pbszpnoonpdrwzhth74vapls2o7qu7ui,68.0,0.0,8.0
phvutdxav7qok7odnqfsccrqrorjp4eu,59.0,0.0,0.0
pijzuo37zbyzgk4kqlvtvp7hlmtr2s6f,70.0,0.0,4.0
pjl55vrexwhlkabv4p7b4fubey7omihq,54.0,0.0,6.0
pjsicavytoqcpofg7kwk7rvvewhgvduf,44.0,0.0,3.0
pko6c5bacgajd4wn6qv76ficymxsbpxo,58.0,0.0,4.0
pks5tdcjm2c5emjw7md3d2wq4chgfzz5,26.0,0.0,8.0
pogcu267elvbyobzil7yxve3onhyl3jb,45.0,0.0,2.0
pogmiiojvigdpwhyvi2w7wj5oxqgfq4o,18.0,0.0,1.0
pqwyuftpltb5r4wgnmysouynhy75wbx6,68.0,0.0,7.0
prrt2m4h7idpxmxdug57xzeanw7yozer,72.0,0.0,2.0
psc7vpki2kfnsy2fbhkqh4vourdjrk2n,37.0,0.0,5.0
pt5k2k3wd3iqdupge7eoz7pfnj35qvcz,19.0,1.0,2.0
pv4normqteqm6eikyxtgykrt7fkgl4r6,66.0,0.0,2.0
pvhn4bhhawfe33dycrzjirba4fzs5jz3,68.0,0.0,6.0
pwk62cfxtcwjq2tbaxbsxclrhxrnxbjs,45.0,0.0,0.0
pz3p2xnvm2ha66qnn37dqcs4ckqfolqi,28.0,0.0,5.0
q2vf6qjmlwh4k6ydp4be56y2lebzpbcl,25.0,0.0,7.0
q3s3gzzchl6b5engoalatmg3q7uybscd,41.0,0.0,1.0
q6ho4kizilkfudued2bi4idd6dghwhux,4.0,0.0,7.0
q7h4uwdqcarlcx7vmhs7gdwzoufyxzhn,10.0,1.0,5.0
q7kvgsvewiff4qunbdmisr3n2dfvrrel,36.0,0.0,6.0
qbxg337tazbmi4ezqse52twv5oicshp7,44.0,0.0,4.0
qevmgbngm673mnuycvx3squfhqxylh4z,15.0,1.0,3.0
qgog5gnj5kkat3ztfwurqbnmq5avoi6t,7.0,0.0,8.0
qha4cdm6ujpl6fa6dkrnsmrpr6n6kbd6,10.0,1.0,8.0
qhge5ravez6ptr362htxdp3kx2ygolly,56.0,0.0,8.0
qkdsqax27pb5bztm2hfnxnjaz4b7iete,63.0,0.0,6.0
qkt67mw2y2ggdviiafpmq3unxu5fsbfv,42.0,0.0,4.0
qocmv5sw3cdy52qalbrhpqptmlopw6ni,0.0,1.0,6.0
qpbls3e5af55pn2fuwqvzoy3t4dekb2b,46.0,0.0,7.0
qpbsws3dpw3ezgvcogn6eqxlzfzmigkf,8.0,0.0,4.0
qq5mlldzyurdtziwvzfolzcfid7evk62,18.0,0.0,5.0
qrivl2dld7cilloulbii6thkurlftvuk,69.0,0.0,8.0
qucupk4wt7a2mzhuugvbarhasp7berr2,37.0,0.0,8.0
qwnbshvyivwgi7vxvrlkkocoahui65uh,55.0,0.0,1.0
qzxxtt4jzrkrgzxhgccapasjd5ez2hzj,24.0,0.0,3.0
r2u4hm65bujjz7iupj56myrbdyq6fisr,7.0,0.0,0.0
r4fzbkyhjst7rwzh4jpr4bvm2dbfgprs,59.0,0.0,1.0
r72ak3rbqqemeeu3gnxgi6tsnjaw35a6,48.0,0.0,7.0
rbfa5opj4d2yk3lyg6wgevdflotfj3be,70.0,0.0,6.0
rcyijjhcrylahcdni54vke4qe7xcbutr,2.0,1.0,7.0
re2waqtz3pc3tdrbefl7fu6uu7ugnlb2,50.0,0.0,7.0
rhz5cp2detcqizqjs4det65vyem7cnou,69.0,0.0,4.0
rm2hy5rofqsmp46vrq4vo3exgaavi7sp,5.0,0.0,6.0
rnav6ox2c3inrqaztgu7v7zc7kht33lg,60.0,0.0,0.0
ro57nxlgtkt7gomx2m6vmqkhuadljs2y,46.0,0.0,5.0
rq4c2yevwsctorthfpnlsw2q3icldol4,28.0,0.0,1.0
rvfaae4mqggsrvbdr4rdx6g4lwbkq5ni,55.0,0.0,8.0
rx3m3me3om573zooavkyug2ebe2wsrba,48.0,0.0,8.0
rxipjzqqswruy4bqinvcxuddjlawvtwu,63.0,0.0,8.0
ryxsgm5myyty7fkrihavcen43nod5n5u,2.0,1.0,0.0
s4jd2qdztwa5medbwrdisnx2w74dkw7n,41.0,0.0,2.0
s66yhzvto2ph2knzcfyhnxtec5iexz7v,1.0,1.0,7.0
s6eqpcgwlhv23nlxhumwfupwxhdsidka,58.0,0.0,7.0
sd3hgzzsr2gzx7tvqfwby3pg3mvkc7j6,31.0,0.0,8.0
sdexogehvtxsqynkuk6n4bgvi5a2rg46,43.0,0.0,7.0
sf2x6qw6xmz64nebdwzubvxwj5w4vpy2,31.0,0.0,0.0
sf7ozjuqol73c2d2w2jb3yc2wehpjezp,54.0,0.0,8.0
shlf66rfqqfmso3y5h5yylpotp6ksn42,30.0,0.0,1.0
shna3z5joukty65z3iadza2ykzcr4g64,13.0,1.0,6.0
sir3v2ec2xjkop55tplxhzqaye3uj2nm,23.0,0.0,3.0
sk2iz4e2hxwvk3bgemntrdd2xj6dt7xk,2.0,1.0,3.0
slighw646my2auid5lzwmf57sf4vbjby,64.0,0.0,7.0
smmz72ackkw6jh3e4jrjgaei6syfj3lf,51.0,0.0,3.0
sv3aobrln3ha64dupgo34esrdtsx5vbc,29.0,0.0,2.0
sy3elm32myf75stk6evyil3xij4rvj6b,52.0,0.0,4.0
sys6eaoea7tcc6yxswaiu4ic2p5wvrrk,5.0,0.0,3.0
szja6bkyjpug5oy5nlqcpcljja4busog,6.0,0.0,2.0
t7k3bvo67nzold55brpyhj4zhhdllpri,8.0,0.0,5.0
tbbfremqdgrkjyizk45w4ueymcvtfsuf,67.0,0.0,3.0
tehjkwj2x2fbz7cw4jwuccds3zbm5lrm,12.0,1.0,7.0
tfo3irgmynus5vh35wpr4ixuj36ci25d,69.0,0.0,0.0
ti3ikhmeyswq75byzfbcuyvkbsxgtt7k,43.0,0.0,5.0
tj47hhu5kl7xsoppl4dp6kvdbdwxwk5h,65.0,0.0,2.0
tjet2k6c272faiffib5vz7qdd3m5fyuu,3.0,1.0,3.0
tjpmw76qx7xzphssjb6t3ti53og5ban4,29.0,0.0,5.0
to6a3l6ia7m4muudeygvnwdsh5oi7i53,27.0,0.0,2.0
triha4z5sgee2ldwvvptxk77cjzmrveo,72.0,0.0,8.0
tu7n5qm4k52h6vdcmyofexr6ril3gaap,35.0,0.0,2.0
tukzqo5vg4yxpkr7k7tum46ubsji36e2,5.0,0.0,4.0
u3mmdxcpeyadqzasvfednpbqdkelgk7p,21.0,0.0,6.0
u4dmxgm4l4666n5k7ftj32mmoax3n65z,66.0,0.0,0.0
ubmp2pnwcotistdl3dnloh2jmvb23hzj,29.0,0.0,0.0
ug6plg3khubqxgdanflk2yqqles2ggpe,1.0,1.0,8.0
uh2ekfhhyhnd46ul2w77exgs7yne4hfx,64.0,0.0,0.0
uid6ittnmvtvhtpyzllw46dfdy7xsydj,36.0,0.0,4.0
uk5fpdx45d5utzbjn2ecis5qsqwdezdq,12.0,1.0,4.0
uly4vld76bvn2p42uvubfkwv7qlxv3j3,2.0,1.0,1.0
uqbc4qrdfvr62lfuje2ijcqd36vjnmjk,7.0,0.0,6.0
urdy5sjno3m4wxf36r6l55ytbukk7wun,38.0,0.0,0.0
uuhiepdmcmmi5knsylznpcjfoj3kswjn,43.0,0.0,6.0
uw267ltabx5vbfjqkz26odrumv7osilw,72.0,0.0,6.0
uzvmg7pz2h2hdiepuwhvmba4iqqzrwuc,32.0,0.0,2.0
v2whwnnusu34rcv6wiuv5iij7l6rwueq,34.0,0.0,0.0
v4j432yop5ythbm756qqsmezynyw6pkx,41.0,0.0,7.0
v4x3xnupljlaggre2j6wafe4afvss2mt,56.0,0.0,6.0
varftkrfusvneoppigbghxmmbgjpvoza,53.0,0.0,4.0
vghzxbhhfoueo5qagaon2kk2iuh6blkv,31.0,0.0,6.0
vifvf7fklq2sjshrixnoemap3t2tqeqo,7.0,0.0,2.0
vivrdlpdqqf5jtx4xadlzzpxfxnigxtd,43.0,0.0,8.0
vul2a3tnxfohrxp22yhjkbkvh753q3ip,18.0,0.0,2.0
vw2y6ml33dzuvepcs34ntuzyblqixvz3,56.0,0.0,0.0
vwxqg2nfnati5rjc2skpszo4hagbfwul,24.0,0.0,7.0
vydf6oy7fqlxd7skeh4zsgc74xdiu4bu,65.0,0.0,5.0
w3k7pvmwr5arw2xo67fmixj5hqp4sv2n,17.0,1.0,8.0
wfjk2dnxzusg7befd42ztlcqmtr4eypd,51.0,0.0,5.0
wgj355oysxq4j2tg7je2zdo4g336wfq7,55.0,0.0,2.0
wi2gwlssyhhnmdesq6mw2e7cryixsp7k,2.0,1.0,4.0
wozizdvspusf7cvgaovoz2dhsbcdnc55,0.0,1.0,4.0
wrk3nvopbx5kugtvawuvihdxemr2rljc,31.0,0.0,3.0
wrrhtjuwpf4mrxiqekyugfs22bb2jiws,6.0,0.0,1.0
wstskboxdhpej2lxlilpqe4m7ock4xil,69.0,0.0,1.0
wxjlfckwsxbdxfcqqnyyhcq6qzntelto,33.0,0.0,6.0
x6t6wl3jorvppx2kddp3x26e6rryp6c6,45.0,0.0,8.0
xbqw4oxdyeyopjf3g6w3hs3erefuqjsh,67.0,0.0,0.0
xh5euutwi23vki6ib2glvajdlwpdqgpo,50.0,0.0,0.0
xiw2rqorwxrggtkg5toastwoulrkxswd,1.0,1.0,1.0
xjfslipc3mb5fd32lw4vz4kdek3bb65v,54.0,0.0,5.0
xngd4xkw5fpsrk6wcmxsxw3wpdsvmqxh,16.0,1.0,0.0
xyt4mvdaqwt5hwz6gdyvtzfuxzevuzff,34.0,0.0,4.0
xzo7pax5eqk5px6phxhkf5frd2crp4ub,30.0,0.0,8.0
y2dbasyguwmouxheoo5z6hjd2va73yzp,59.0,0.0,2.0
y2jdtvxxybcdbzss7meyf6y674zoor7w,47.0,0.0,2.0
y4m3tmwg6ncyugffvhagou64hprglulo,61.0,0.0,4.0
y5s334gnwejqb7zn3i3hvwgxnp7aaf2l,24.0,0.0,8.0
y7yywpnnxrtvflo4idbaz77biarmqv6k,41.0,0.0,8.0
yb2mbfkcxxuncfwp3oqfgylmfwvet5sc,45.0,0.0,5.0
yh3wfycbl6h7m4mxoltm4yvnpufo7i6y,38.0,0.0,1.0
yhlix3wbtjpkvulqcadmldhojkslldpe,55.0,0.0,6.0
ymftmwpeqb5ny76fbwadroahvv4watq7,72.0,0.0,0.0
yovkdleogkfqm7e5s5w33robicdbhmua,15.0,1.0,7.0
yrnerycvjqnrpynrylhh5hfnm5zkbap2,8.0,0.0,0.0
ys64h3yztfl2wilddddqt4cz3mvjrit4,15.0,1.0,5.0
ys7lmpp4el4ihpmuob6uyhqaqlgjnsbr,31.0,0.0,5.0
ysi6au27yodoahphk2aewblo2rxg6wnz,2.0,1.0,2.0
yxqolfvgwmv6i2btbeab6uqdlurjkziv,20.0,0.0,7.0
z3hbvdieg7u73z3mf4hbd6mn3r6ne3th,44.0,0.0,8.0
z3y6b7cqy45vermmknd2nwdzt7jscza7,35.0,0.0,1.0
z6zedtwjhuskrvd3q7cmx75xtlhycf7f,33.0,0.0,4.0
zadxftfzmptorr2f6jyecpkmbqepbyve,17.0,1.0,5.0
zbetdfufct564icp64vfjiiffazxdlbq,64.0,0.0,4.0
zd54pu5ofmind4mopxibg45fylq3xcl6,48.0,0.0,3.0
zfidpk45fgbxdy77acgqk75t6de2smv4,71.0,0.0,2.0
zuc6xgp772suzyuxeiqxqmj3zelfiqyk,34.0,0.0,7.0
237u5j7c6vc3j6qjbr45yjhv5wjojcej,59.0,0.0,5.0
27hxaykmwjwf75oquf6mcpgvmfdngmmb,8.0,0.0,7.0
27mbjis3laofldzyylnzdelh7yveixfd,21.0,0.0,5.0
2aemusp4j4knj72cmnehvdp5fgtn5y2s,60.0,0.0,7.0
2fcxlz5pxjcebhqctyzg3wi2gwhscjs4,42.0,0.0,7.0
3nqgxbla2k2i3tlmeqr2bpt3bvfmz7ss,69.0,0.0,7.0
3rlkhpmybniwwu36t5yvfj6e2wisdxtg,11.0,1.0,3.0
3yisjhgdohubynwymvgcskzvv3xez5rg,27.0,0.0,3.0
4nmjsxu3hzrej4q3lnkxrm37ce6vxg25,35.0,0.0,3.0
4ots53k2er64zzo2epu26tpvj2mg6bu7,29.0,0.0,1.0
4tbaronjo5ryfg2zauwjcrlffxihkn6p,45.0,0.0,4.0
52l3sh7smfjg6n4mnoy7s3g6k4mvvpy7,64.0,0.0,8.0
57t7pbjelemxrtmj5cfxpoxool6idiwp,28.0,0.0,8.0
5cdzjx4tb3pnhddnqgu5mnco4d4jk7dv,7.0,0.0,5.0
5hp5fqbxbie54pl3aus7cjdcmhctqoad,67.0,0.0,4.0
5t3e3fts6o7ijlgkuely674tgs7yumcg,10.0,1.0,0.0
63a3erx4nsdnhoj3xpzxybveirscgt6b,11.0,1.0,1.0
6fojfudags5btrgveixzwbmflrmlauhc,19.0,1.0,7.0
7gmmmg4ehrhiax5ucqoghshwwm63szys,11.0,1.0,2.0
7josjiluvbo3yt7xvp46ywxfdmtbtiy4,50.0,0.0,3.0
7sh6yc6prosfuprnfncde5j4f2vkrfkn,57.0,0.0,1.0
adjhvssuweprjwo6u6kxglypejtw62mo,31.0,0.0,1.0
bx5szpbsuhzwdzr2fjqpuyzvs2lgtg3a,44.0,0.0,2.0
dlcqddv7snpycszviicaez6q7mn6zj5r,10.0,1.0,1.0
eyxtyc7pay5elsnk5durlhfixtvgxxh5,11.0,1.0,4.0
g72b7u5duoqqfj26cof5xjzgsgqjoqfp,21.0,0.0,2.0
gwtrdkdsowadfm7wctjm6erfa3wzw7id,68.0,0.0,4.0
ioryryh7bkpr4nc4iz2a7ebtufnyczw3,9.0,1.0,8.0
itvl3j5z7beckyvtfag3uya6kvdlykdm,50.0,0.0,2.0
j25fm7bm7xeqrj56mthprtomtwhemg7j,12.0,1.0,1.0
j4dnalizvkeecg6l4l6yrw76crfg3d2a,1.0,1.0,5.0
j6vfcis7baegvzym7ckghe5ogtrvuzqt,39.0,0.0,5.0
jcfzxuybduxqr4tb75gwxi34o6446azg,34.0,0.0,3.0
jhxdjccw5p3u3bp2oyhz7hcsnz5lpevv,61.0,0.0,1.0
jrsf2ugv5golxwhecssc2ryvjtcne4jx,39.0,0.0,4.0
jsejmiurr6mjzfqjp4fu5j7ebeqxl5zz,51.0,0.0,7.0
jv72bbvcxsuezi3zazykqu3p4bj6r3cl,20.0,0.0,1.0
kqrae2ngqjm5y4d427th2cqnsipktofb,66.0,0.0,5.0
l7gtpg7num2a4t5z4rfvjbodhnazuqh4,1.0,1.0,6.0
lmeynjmerc7rs5xroxireqcwng6g6fgf,27.0,0.0,8.0
lp5bbyy3auhsnipfrlzii5ytgevh26q3,5.0,0.0,2.0
lxgjnf72ayw44q6oeksrzvupwvi6drf4,26.0,0.0,0.0
mak5suhrmhzlfk3p7xuy3hyl35kl6vav,9.0,1.0,0.0
mfwjloh2rcykzhfjeya4zjaue57gup3q,61.0,0.0,5.0
mgiyjcfz6jt2cv3y5drqsyngdsjktjik,56.0,0.0,2.0
mk2ssqvrvyrzddcqdi2i3t2oss2zot6z,72.0,0.0,4.0
mtskbgz7ukkigcuz2zxklovq2zamsshj,56.0,0.0,7.0
mwpwoq3qictmlcjezvu4p5y4ebdmrdve,44.0,0.0,7.0
n3iyvcezpanuujqd2e5p7mirhcbb4ce5,64.0,0.0,6.0
n6b5ox26jbjr3ohbokaonfxjxwzrh7le,1.0,1.0,4.0
nd3qmxiks7nlpzes2j6wmxkx2igraubc,28.0,0.0,0.0
npmps5hbvlm42kjfbi4i3eciltwfy4nw,11.0,1.0,6.0
nr5ytsyu3u52ambvafnlo4dryamyzajh,36.0,0.0,5.0
nsi2p65kbisgkpk3rouqcbtizeeh34ue,15.0,1.0,2.0
ntxbcqihat3dhduv65v6o3vugnzcotzn,23.0,0.0,6.0
nvo7jvl6yjd6x3xnijdu2xbc6mcsgrdq,60.0,0.0,6.0
nvstex66leedxi2ggavedyicslosipee,8.0,0.0,1.0
nwevrhvndkpcc34hg4qfkdcckvyhcu4k,33.0,0.0,2.0
nx2lvecmoupepafc7klaentm7v23f2en,35.0,0.0,0.0
omrjk3azs3ujh444usp67yfgqwcd46dk,11.0,1.0,5.0
pbmthrbvrgby5pqmefpxmlgmjkbf5tqp,13.0,1.0,4.0
pbqoyzhpbtvrmomrd243yerello7symx,16.0,1.0,1.0
q26l4ayizewaesy7asc4sstomwhqqp52,21.0,0.0,8.0
q2xldzlt3khj2z6nhnircw2kserqredz,3.0,1.0,8.0
qcbztijn2xjzsw2sm6kar6toedl3fuky,31.0,0.0,4.0
qdfdj6uaunj2litldu325shugy3nuep5,11.0,1.0,8.0
qhsl6vuengr6rvcvtpyb2cddh6dpg27o,25.0,0.0,6.0
qxpt2eur5fphno6ix4ure3ggms6zqe7c,47.0,0.0,4.0
rd23owl4alvds4qvuqs76mtzaq6vounf,32.0,0.0,1.0
sfxncixuttctkjzxqmllkgckl4fkzd4z,10.0,1.0,3.0
sj3orb25i6belfkniwhx3qcsxwtrnf6x,20.0,0.0,0.0
sjczxw6ypbt2u3y7rp4jz3apygbsbz7z,26.0,0.0,1.0
sncebmf3x5dxrnuzwksi7mapfo6md63z,19.0,1.0,3.0
sp33fypblbpnrplymk7wstctpxpn4n6g,22.0,0.0,7.0
ta7mhcp2b6gkpgi53pgfsdwfnhmadiwc,41.0,0.0,4.0
tflll2e6r2g55xoegpaqwdwkpqnn4unh,25.0,0.0,1.0
tmxz53vlp6hr3mzt6fesnihm6uefefz5,60.0,0.0,2.0
tyl5zxyuzgwe37z72wlkjzjzs72wawvv,28.0,0.0,6.0
uc32waews2pxqknh3fzwvjfz46okhvyp,51.0,0.0,6.0
uf3ds6hwkjsx3heud25myf3jp5iz22in,23.0,0.0,7.0
uniqyyrjtrtocvja3fy2yuabni5lmjix,40.0,0.0,6.0
uou643434c7loge4godtgzzeqtuuxihz,70.0,0.0,1.0
uxcsofpqe34nnxbcaarquewqpfdlvk4h,13.0,1.0,8.0
v3a24bx2jv3555xconryas2dhwgfkxmo,53.0,0.0,2.0
v6gzio3jdedsp3uoayertnoh27anois7,10.0,1.0,7.0
vii2ksk3wbspwemimwpnyq7nq5mtn7av,34.0,0.0,2.0
vmtiibu4ut4w2p6ofyfr756jpodtllp5,46.0,0.0,4.0
vorr3myvh4i4zifdz3lxz3pghqcufns4,5.0,0.0,5.0
vrahotk73ydfqtgwypxmfvxkqgmi3yv5,69.0,0.0,5.0
x3bvvvydeiokexcknm62tzcerzy2lcfu,29.0,0.0,6.0
x5uyvnyxiuwb4vipivwngu7oawjg54dk,34.0,0.0,8.0
x6h4dqve5eagwsetaobssxkcmjm3g5b2,6.0,0.0,4.0
xeldj5dgssw4jccnlxw3twkzgsgflprf,4.0,0.0,8.0
xewgvzyzofhpycvztqfgxdkps3itbj2i,33.0,0.0,3.0
xg4ckvay4463wakglxkze3z77uzhpbpy,26.0,0.0,7.0
xkezxy5desfivrohiytfeff6fyrxajrl,26.0,0.0,3.0
xso2uxemqrbn6twub42ltclo52zqgf3q,26.0,0.0,4.0
y3j33edgzr52eyxkhexsoc67zpmv43bw,39.0,0.0,1.0
y5esw6biop36lnxqgi7hwocfpvlkk2gm,60.0,0.0,8.0
yebpfpoondvxvchr2chw735q2mqdclqh,11.0,1.0,7.0
yhdidccz4xv2xdkzjqhqdscuqxygelme,18.0,0.0,6.0
yx2momyvvjgmlxq3c7kjvdmsqord25by,67.0,0.0,2.0
yxpgmg2t3r6kxacz2eu5r7eh7zpi7bvv,38.0,0.0,3.0
yzh54zii2sqmotqzeeqd33g7ngy2qoop,57.0,0.0,8.0
yzpc7qzin53vid6ibeb5ye44v4kmypic,37.0,0.0,7.0
z26etonyo5l52f6ghww2dsnwyva5wsy2,20.0,0.0,2.0
zei25z6v56izvea6lndoziczkhcj3rpi,33.0,0.0,0.0
zfrd7otphn6q7z6fhrqa72mesj2gxns3,27.0,0.0,0.0
zi5f4ptzxjpx7wgb7lxrftysbsju4qio,49.0,0.0,5.0
ziqhguykvnvszcynaiz77bkse4l7367n,66.0,0.0,3.0
ziqy7hjbwgxos36cjktfqrvmnaqmhod5,22.0,0.0,6.0
zk5bkwxbs46jtxpwcin57ocbq64cxwwl,54.0,0.0,2.0
zmzpthjjrpupcrp5bvntujbzq3jpirgb,12.0,1.0,6.0
zrfec2fl7a2hp2gj45bzyzsomjovnj4u,17.0,1.0,4.0
zsuwtfp2iyiahca3tvzqqaqr4tuqjsz6,25.0,0.0,5.0
ztn7tzgxintop7psmzmje2zdoszxq4ug,4.0,0.0,1.0
ztpruyvtd4z2eq27fttqx3577qhevu7u,51.0,0.0,4.0
zzzkicm5xaun6uuhikqkdfeeiror6xro,69.0,0.0,6.0
