,python-version,libfabric-version,openblas-version,phist-version,cmake-version,mpich-version
vhhdjszeuie6qektqru6sqvjoxhs3ikt,15.0,0.0,19.0,16.0,44.0,10.0
vio4shhyprml2wsrjprffolcncxobmqq,8.0,0.0,12.0,12.0,0.0,11.0
vkb5soebed3s2inqrc6x5u3xrwi2zlnc,0.0,0.0,21.0,16.0,61.0,7.0
vpnkxg5gzv6i6wpqfis2x5sljwsscky7,8.0,2.0,17.0,12.0,56.0,1.0
vq4sxjqomedbp7xz67j2zlixx7enu4mv,23.0,2.0,19.0,16.0,5.0,0.0
vwhsxgr7mym3juv2yxxyd6jqdtiizqip,44.0,2.0,17.0,4.0,80.0,4.0
vy3quyflztgfkcn6j75rdhqss5oucnah,32.0,1.0,3.0,13.0,0.0,5.0
w6ybkeo7gbzzam7li22d5g5qgvpvh3y2,46.0,0.0,4.0,15.0,49.0,12.0
wn6r3h473nu542qfzgo7tfw7rvgtxa67,15.0,0.0,21.0,9.0,80.0,9.0
wrlxhwutnrcvpy6xqri2zbpo2qvalymn,49.0,0.0,12.0,14.0,8.0,14.0
wvrztuu5jgqglzobwfvvawjhkg52ctaw,54.0,2.0,14.0,16.0,24.0,2.0
x5omkmhsgztghfu662kten3zq3mosziy,6.0,0.0,9.0,9.0,30.0,9.0
xfeuferrvzhawvruvgk24rrbncsdyrjh,56.0,0.0,10.0,15.0,62.0,9.0
xoxu4p7mkecq3nuzuizddzdop2bknfpz,66.0,2.0,15.0,14.0,29.0,2.0
xzxjy4v4rnkcijvlgq75doa6k4mxkvkf,37.0,1.0,18.0,15.0,10.0,5.0
yexdwh5volrt7kl4pinoalsbgybks4td,8.0,0.0,11.0,10.0,22.0,9.0
yfmg4ukqhctut5l7mqwoce6qvzkoninf,29.0,0.0,19.0,16.0,65.0,8.0
yho47fgkmawigk4juwn3x46d2ihuoitl,40.0,0.0,10.0,15.0,72.0,7.0
ykkwnvhahzzpzagfykvwu62umxhu57wm,56.0,1.0,14.0,13.0,4.0,5.0
yo4rowqjdkrl7bnmh2itv7qgpsqjnl3h,44.0,0.0,14.0,16.0,73.0,10.0
yrfoejot4qch6pl2kmoooiapaj3xgbyk,29.0,2.0,14.0,15.0,79.0,1.0
yzls62ef6zngnb2av4vorzoas7nepwhv,5.0,0.0,12.0,12.0,41.0,12.0
zd2pacim7ehm7h77ce3mecjfqnxvvass,62.0,1.0,6.0,14.0,55.0,6.0
zea3zl3qnkf55iypmwbgqlj2xpgeitzu,4.0,1.0,18.0,15.0,79.0,6.0
zfkslktuql6s5mxdc7ncphxknxnjqqo6,51.0,0.0,5.0,15.0,31.0,12.0
ziglijfnrlywt4gpd4wyq72pkplaxhts,63.0,0.0,18.0,16.0,66.0,10.0
zmag565gtb7mbwipkmkrvjlv4lny33cc,28.0,2.0,12.0,13.0,80.0,1.0
