,cmake-version,kokkos-version
7mvnw7tnsvoncfl7llycsha542bwoki4,11.0,0.0
7syxfuihmrdch4c3bbn5rdd474qdisil,74.0,1.0
7u67pq2xgxza7kdm6p3ufyl6wmrrjba5,29.0,3.0
7xer6hxakxha44oxezwltnz4vum66ude,3.0,1.0
7y66iq6xhq6pbwqj6apghx6mojnwx7am,58.0,6.0
a5xoujhl32e3vexy6oo2ifvdzob5w46p,64.0,0.0
ahqac57gmbcmcw776qpeqkf45t3pp7sk,77.0,2.0
aiv2i2adfjrowfjl6ze6cbbtrrotcjby,50.0,4.0
alcrllh2gtviageufezawixs3bdblim3,6.0,0.0
amz3xgjdhjzotj6xygiykxz7yhwgmk74,67.0,4.0
ap5vhg6dksuokopnphzov2y2cbsioqgn,56.0,7.0
aq5v2m7yp7obmvcqwy3sbbm57fcmf2wf,31.0,3.0
arrsmu3hs3zch3cppotkfhgiqphptzqn,61.0,4.0
azqj34fjunk7howkzzhbcstsxfwpbv6m,57.0,2.0
b4hp6wsguuqx32dte627jywojbd7zmqu,40.0,8.0
b5sseemzy4ixbv6ebuz4xtqips3tpdyl,15.0,3.0
be4he33rlewr5rbynn3hkydbipwpgwxf,71.0,3.0
bfw7xf4ltkn4whh65uv5btnfz6c67p5c,58.0,8.0
bi665tdgtacjva23wwz6kkekiy25zlts,65.0,1.0
bjj653bht6rsgnqs6grrwpqsellebqsa,54.0,1.0
bk3rzw5bpblzmsdl7n6i6jnqe33rtpl4,50.0,3.0
bkk5f6moizoqksmp4sibig5awj2cfmux,76.0,0.0
bma2ebxpqu2yr6rwyaun6xmtwftaqsly,41.0,5.0
bn6vqhxsb5az6zhszqnfxwqpcsagelgd,23.0,2.0
bnxfnwjgxrb25byrlchbvkwpi3mmuvz5,57.0,4.0
bucwouru53rz6ged6vx7dtpelbx7zz7d,26.0,4.0
by4emuet2j6h6ednwqmw4zrljnykqxeh,28.0,3.0
byd2ngjj5h72rzvfcett6emn5bzyi7zg,28.0,0.0
bzfrri7pxe2uwdgh434gbb7iinjqhzux,0.0,0.0
c2qqyodjkiri7lon3apvovxgycgxkdar,48.0,2.0
cawmolnuwu3kthb3jmpk737slsebiyex,1.0,3.0
cbtv6wwg2rmx55xrw2jxnvjhv3md62f2,72.0,4.0
ccu22qiihc3zaybbva3fzhgwtricp5mo,31.0,1.0
cgodpemgfuchjyzctmtqdzyrqcvqaqyl,49.0,2.0
cgohnf5ehsyfmcvcbxl7kybbezojorpp,43.0,1.0
coqma4ttfuuaw22o4nsc4gk5da4n6swm,13.0,4.0
cos3s2lkodahb6kxtuab2h4whbifax4j,16.0,3.0
cqjrgkunvmtc6nfbimgab4zp2genmb3h,41.0,4.0
cr6rk3d5pwbj6mzpcmtyasgyejypopjk,54.0,5.0
cuwhlkcproimgmiast3rqiqofyzfxv25,43.0,6.0
cvtxzlybtdnvxa4fwfb7nowvsgolfvwp,78.0,7.0
cwusoz673tvaxmuarj3nr6dzojxasgwu,38.0,3.0
d4ewpqb2rrxdqjt6tyca2yvi4wamqhmz,54.0,4.0
d6uo4ucwkkzxkgepyfr2amom4wqxkcnu,58.0,3.0
da6xoyor7ddacgd3z5ircpgpv6mgdvpe,46.0,7.0
dazx4gbkom2zzbqcpcabbpfgvuderhsq,14.0,0.0
ddiokdhtynqt6rkbq6srdmtppv3634in,70.0,4.0
demvwovebzve64r7xdrixgcwmpulz5yh,51.0,7.0
dgsxv2gbuxuyanjw3xrlsp6qjpgpym5o,75.0,3.0
dgwr5bnwmxiwtmulmrl2kjn5arzmj4px,76.0,4.0
dih3rcsz5axzzi4x3ch72pps4owva2ke,24.0,3.0
doq43eg6zzshlbcm2uo7onfn4dbc3j5t,24.0,1.0
dqb6ku5wo5qff542mqubcoxkwpb4km7p,66.0,7.0
dvle27dpnde2zt6qzigy2u3f633w4j65,70.0,6.0
eaqm2ub4h4rlijsselpwgxhpaerern62,37.0,1.0
eegooy2gzm7s7veghef7tl36z3oziku6,0.0,4.0
efu32sbgjfeyrncl2wwhoryyal63kxyd,2.0,0.0
ek3dxmx6udidtomz7adxcmlrwq3nwtt3,59.0,1.0
eob5pvj24c242hfgkpwm5lvx6k3xpp6u,51.0,0.0
er3gpddferozastoegvfr344t2ed6zwe,74.0,0.0
ettnsql6s55u7ep3h2j2mz7y63zgy52d,37.0,6.0
eugx7wz4tlelyzz6xfni3tybjwgq2ki5,29.0,0.0
ev5d744g3jzftl3b4j5sx563q4l4tp72,69.0,5.0
exrnmfyb4la6wip3uyfqesbhox5tvffu,24.0,0.0
f4xptzesw7kwgb6dfvwpyqwkhu7fnqwt,52.0,1.0
f7v73fo26mktdydu3lylvflfsycjl2mu,29.0,1.0
fark2muf5tcig5gsmictntqplc2l37db,20.0,4.0
fbmh2lcizq6glkw6rchy4ahsi237eitb,10.0,2.0
ffl5ky22ttclqvyoz6wtapsxwx2gwm42,47.0,4.0
ficufzhffdo6rg7ihkwooi2odekxxkiq,69.0,8.0
fk5r4qob63yu5gnmwsisk7jjgpnvtydx,45.0,3.0
flkfdwehmgnb4kycvsaecxo4hljjz4ct,8.0,1.0
fmb5h3kdrye5ixfl7h4evzylt5qz3nmk,55.0,8.0
fobxs77yxwnzfeb3bwv5tmay6cm5wevv,48.0,6.0
fpont2ltabtrth7qdoavc5mfuvoxzcp4,25.0,1.0
fpvbfy3mfo2myitkbt3dhdtdtvnvmuy6,38.0,6.0
fqhtdudbvt2kfvajrzytvzqfdxtm6eaq,72.0,3.0
frzptpsge3aqqm4zpwey5vw2bpww727w,78.0,6.0
fs7ajcq4hqhjfq5hzwzr32nor7g7rn7u,29.0,4.0
fsy6wqzc5dzy5mflrfzvo2oisiy4ouyz,27.0,4.0
g3vb6hzfm5zkanjmzy36uvtjubzvag2f,12.0,3.0
g6fqnrpl76j2fqi4u2j4dskv53gbdeho,48.0,3.0
g6geoxspduoabbv4h4safvsv2ddoj5cs,54.0,8.0
g72yqz75ozdpg2s3w5velqr32y3ncwza,57.0,8.0
gef3svghbx3lz24gguwnv7m43h34mbry,48.0,0.0
ghsrqog3ocvfz222h67j63jpthvujgzm,59.0,6.0
gkapxito4iozdcywexxwqmtcnccrhrei,59.0,4.0
gqyd3ms2oqljvieijkus3s3wct5g7fjv,62.0,3.0
gzui7rq4uree6bpboqoy23id2cy443vr,47.0,6.0
h7yg2sibjrn4iguxn6baradllfoctesv,77.0,6.0
hsy2j4kqvnw576jeqdrvvq3u4b5wy5mk,4.0,2.0
i2knx7qvnywjqlf3pxjifqdh7jq2pmxs,25.0,2.0
i6du3vwumaafsrtyfj63sic3v5dny7z2,61.0,8.0
i6y772tyt3lyd4vfkhzcvtqybjoneu3s,45.0,7.0
ia3wnsupws7txoy4wjdh4jahmj7cfdec,56.0,5.0
igzdwjxb7cwcwrz2wkumon7dc6wgd6cp,41.0,8.0
ihtexw4grdxjberrfzyf6jupcokdtx4q,65.0,2.0
inxu4qxlf4e4ov2kvti3bafaxmdulcer,53.0,3.0
ior7k2jeju2onhdjpx3r5lyptnel4bgm,51.0,4.0
isxff2jg3xoauodtqnomp2u42hd43y6u,9.0,3.0
iuyxz5dioxoopojwa773tolddl6jtszf,61.0,5.0
iuzoxsu3peyyqdhqxpmx3ureidirdith,56.0,8.0
iv7svcq2ow7qzugi64zvw6ttf4wjwxtl,65.0,3.0
ixocde7gpp66ndifvd2z6jyfryevu7r2,21.0,2.0
ixxpnedlbgsfqstbo777zvexzbsdfgdk,55.0,3.0
j45bioxnjl3fblblhq7lb6kxbhezrjm2,39.0,1.0
j6koxqn7jdalep2zdisduoqbafw3wv4t,36.0,5.0
j6vkueaorad7ea3yyxl6tozwpawsxcrx,11.0,4.0
jafdmzop4442namqh5gxgkawtfobylkz,67.0,8.0
jaoikzcnuucxsdzwdfbzr3a73sxffux6,14.0,1.0
jeejk2nuh5pnp7ccass72psqqqfpkevr,50.0,7.0
jhh3jqqtajpzi2buz4flcfxqfhv4hg6d,17.0,3.0
jll275gr6647iwekx3liwkdnm6c7qqcd,48.0,8.0
jr74heu55isfzic5e7xrjxt76js4brgy,23.0,3.0
js4nahopfgjin7jcbcsbso2abcaaowwf,68.0,3.0
kz5mbox77jdloqbnro2pqmqhjam5kjch,12.0,0.0
lchwfthq5wudckez5jqdlirjdtcfkan7,34.0,2.0
luowl2tv3be2rwh5ewdmvyt636u2dpg5,31.0,2.0
luvmvyazmprx4ykosr2o4oga27x57e6t,52.0,5.0
lvgczz3r4ehii44miwkfesx57xezto74,56.0,6.0
mbegusut7g6x54a2ug557yniowmc5ryx,27.0,1.0
mfobi4g3ya4wt3hk5b2nksk7sphy5p2p,40.0,5.0
mgng7sgjfzqe2kpkju5xx5nrxckk5p3u,54.0,2.0
mgou7v63r7zgk52wlbpilw3m6tlgjh24,37.0,4.0
msuq5nhy24zi7cg75bc74rcd2znjoczz,60.0,8.0
mvuq56jkty5cvbrketfqpn4klsifqhow,27.0,0.0
n6nbtrf6tu5ge4omdjlado6uyuww66fk,61.0,1.0
nh6b6fy36p57scg4szb7ab2sd6rii7oi,65.0,4.0
njfxubb2hdnprwfootpmxmslj2qpftiw,75.0,6.0
nrvqovfvagso5kafsl3t4byyrlvltp6k,6.0,4.0
oxu54cexup5tjtobbnu2atg6mesg5iwk,57.0,6.0
p6cz5y2fz3rasdfxngmi5ao4d3poi7e2,20.0,3.0
pmcvk2lywt3y6bqobd7epadc3bjbd24k,39.0,6.0
pwsegdqbcbzgno7c6lkiuzcpkrmz2uzl,47.0,8.0
pyf4763m72nmtdpory4flqjhqkx35cp7,7.0,3.0
qjkp43642lkkehihrwp2fprtmp34rx6q,42.0,8.0
qlc35nnpxhslhkp4lurcoe6lgpudp5wz,15.0,1.0
qnb5liya6hvcak536z3eglhcyq4zp4yu,18.0,0.0
qoa3son75eeogwnuviuadhsmeb4c7o2u,40.0,1.0
qsg7kmgu7wtimv4fqoqobostwzrxrgqd,66.0,1.0
qvxg577vdntdhw7kffvk57o56p3wahlm,35.0,3.0
r74msox6uruczb5cncndymiqc3lfqf7x,37.0,3.0
ri77m233xnknlffd4nhwrldv2iti5nyy,19.0,4.0
rntftk62prrr3ehsdhctg7ozqjrgh2wg,4.0,0.0
roh444kaopbnnr5nno5g32cvnxca4y5f,48.0,7.0
rphmtczplrlzoqedukd5fx2rkegytq6u,59.0,3.0
rwzh4zlqjpr7kzqukttjxs6mklf2uycr,14.0,3.0
s3ib64myr66ndjkmvehocn5gxoz72euc,66.0,2.0
sevsvr5vmayknln3byr246iip3bd4lrr,16.0,1.0
sizdhnlehk4gykmpszxzcpgjhta6dxct,0.0,1.0
sn6pzzy2b5zij3ymu3dzznknnhjupyjp,78.0,4.0
sosy37gzh4o55ye2wdjrobjo5k24rzew,28.0,1.0
sqy3zq5mkbbuftol4zrw4mlzwv3k7sjx,77.0,5.0
sxi3pfr6zrl24ar3myqmwnasvuygouie,45.0,5.0
sy6wbob6yfkstndooskqltsvsxn2n7n2,63.0,3.0
t74vy3gtxbizurpagqa4ldzyexd2uqgj,61.0,7.0
t7hyc46sc7bpriosoy4tt2h3dxmw633b,53.0,6.0
teih2nsavj3dwp3yyfptpapzb2yyvxr4,60.0,5.0
tfwybcyitvvl4g5haugclkqbzzdy6b3a,32.0,4.0
thchy6sqdylghxa55qtrpjetxphg22s7,30.0,2.0
tlnirxjo4rly3mduvrt6wjvj3axhhhvj,3.0,0.0
tpnm4kwa745sz2yywdc4nuz4ytxrnmfa,74.0,7.0
u2wpqirkktxyasq5dhg6e4yriolcaout,55.0,0.0
u43m3fqbty7cujvtqvhjz3qs7zpkadlv,30.0,1.0
u4vvxwuouv6zw7tokae6pbj7xnpismmk,11.0,3.0
u67473bu2hsgfpl6t5jpub2v4gqyhkfz,44.0,4.0
u7pmctycycoljgbpbfmedrleg3g3iwv7,27.0,2.0
ugzcdbhywzyv3ivnrufsr2dtvsxtkogt,57.0,7.0
uitmkh2fu7sybbbpdalp7og5kgbyirs4,59.0,2.0
ujw6rverxffwubskepyftws2eo33zide,25.0,4.0
ukfvexvzifimkvs6mscntesfxow7hl4c,19.0,3.0
ukq7dup2tunc2tmm5gwgyiwe6twifrqq,39.0,2.0
usoadb6wtgnorcfr54bxuojs2jjmxlpj,7.0,1.0
uw52en2ypp2f62tf3ahb24mg57blnmp3,23.0,4.0
uwkdeaunx7kmzeun37wn2uth3kylrres,70.0,1.0
vetoapua6v6e4rnpdqlrybteg2jigdjj,73.0,3.0
vg32wfyittgqknayc5tpwvlts53nxma5,17.0,2.0
vivfwfn6y3qkb2cnm6jvkkjr5nmprude,20.0,0.0
vl5r4d4gze4ds7irj4wetvd36c63iixk,30.0,0.0
vnyx5yvwxteytzvaeqmuq6ugbsbwssbg,8.0,3.0
vqem6jofqokvs6v5intqfoul6erj7grt,36.0,1.0
vrrmfkhgmissy5hfzpmrmi6f3ui35hr3,32.0,0.0
vv2li3z5hjealf27son7t3iqkjw4cz4r,51.0,6.0
vw7t6pdg3n55xjqqgdp7usrn5vnieomk,76.0,8.0
w4qmumympvxqs4czw7y3dq3jbfgmqfqq,75.0,2.0
w6466adzvbbcoxsyw4f2sk5y7purnwnm,14.0,2.0
wbvkr3bud44yp5232uoj7ritarh4lb7h,71.0,7.0
wfsbqsp2ci5c5pyud4z2k2adzq2x7kdn,71.0,8.0
wifh2atgddycvk4gyrm3twguixhcln5y,40.0,0.0
wlrxaxzyzh7qeim2gm4jrydhb4ckgtie,36.0,0.0
wrxe35usmknxo5uqnuzapinzcjhztip7,2.0,1.0
wz3gu3y7qrpy2ckv6bn7jzzdkfos3ybq,17.0,4.0
x4fc2tirtpqycqoalitlr7utvtrotxir,64.0,8.0
x5ce7qt5degh4txmti6rbbf5lnd52eds,44.0,7.0
x7bzb4yru5v5v2mjhdznqfynhrvenxoz,67.0,6.0
xgeliq7ekkysgpngozsj6zpemgf5kjwa,69.0,3.0
xiqbrnkduashjeakgrpkj7rhlyp7qang,20.0,1.0
xkegoci7yooq5cn355exduhwqr3ulmvl,64.0,3.0
xl43astlqskv4gem5ld34xh7cscdqkhw,34.0,1.0
xldr4lpoxqhz2nfci7yqwdl7kp4mqwyd,56.0,2.0
xliutrqbdp2modbv5qny24qisopesnv5,8.0,0.0
xoz3y3esirbqvcxgray3uhzq6lnrk2cy,56.0,0.0
xpwtaycl4usbz6xmvy3o4j2jyn3524z5,52.0,3.0
xv2pylvtys3fqvvxui5f5s5x4ebnshtp,49.0,0.0
xvejpb3ofobyn5mmfzuopaeljj2cm5wi,4.0,1.0
xx6idvpyqrfaywdyabhockg72zze5ilz,65.0,8.0
xxgma3hoxechguriifj3cr2leeiitvyn,59.0,5.0
y4ek3o6fbhiuq4v44suykrw67gt7xoc3,72.0,1.0
yjb62m4h6csybjfhuyjkzu4wx774tlxt,52.0,8.0
yn7b2dsaxkmaukxodcgvwpstcdw3kih6,60.0,0.0
yzk3isuxphgprgozt25g3bbt6xgvp4wt,21.0,4.0
zdohrxfxhrnyrbl3mpb5sa2n7guwhwf3,75.0,8.0
zgkp6aiyv7povgxtezkrgkgdlfdgiff3,67.0,2.0
zhygi76rg65ruphlm7tj5ai5zm2bvhbj,73.0,5.0
zigahcieltadelh3uykzhxz4kakw43ab,16.0,0.0
zn3m7m66tcya34ll3anrggyqxd2hzaq6,40.0,6.0
zp4irow2qv3mqvdkqkyhqf5scxbys3qn,36.0,3.0
zpp2ulakcaozngmgqncgwtqwxwcj5ggp,60.0,2.0
zvc75gzy2ylh6anbnmzrsvxmbsxxfdad,53.0,1.0
zyctcsjucvyfjk43fv4y54qpibc42xxs,68.0,8.0
zyiqfshzhdxhpy3un2yywtfhx4wyu3jg,5.0,3.0
24ssxcmbew5fsb7vfl4h4tvvg3r5lho7,29.0,5.0
2gu2rvzb63pn5kea4c3nfgjjylh7df5y,56.0,3.0
2j4sqk6m6owwxwn3wefy2j6jqggjc4gr,27.0,3.0
2ktjajdy4tsswuarltcaw6suf67fspac,9.0,4.0
2ktv3o4wmq6tbw3lkgkrmwshyd3rcmmm,15.0,6.0
2liv36ipnc6mjnfft2w3haqvaxhe22uc,24.0,4.0
2qk7jfbe54xg62lkzd2potgysowcwhsg,35.0,7.0
2yi2z2oidkf6odv36fxwb5ifqygh7lnh,33.0,2.0
2zgkjjmr65yyhxnmxz7gbio54etkl77m,26.0,7.0
3bvgytqvguuef2lp62djwj45mb5zqghh,26.0,5.0
3dk3xqqaehgodcyz5s643lswh5o4qdtk,18.0,4.0
3go6j32s6xxctvmoc6uoxaim4c7q7aga,19.0,7.0
3ohvqpfxxgwgzxzdnlc4ej4a365pdyw6,50.0,5.0
3oxru26ytigfes5bqpnpbc4opstjtkd3,54.0,7.0
46yfy4ntvumhns3maxh3xylmtl4dx2sd,34.0,6.0
4cwkp7fmngs3j5um2rgryuvwdq23c5g2,36.0,6.0
4rbtjwxpak5rsihzs47sq4on4yda34k7,28.0,8.0
4vwppghzj5lu6fri4m4yif7d2xicw7oz,15.0,7.0
4wfxwlpgconom656wjknmhhs7aphy7lj,32.0,5.0
5nn43dblmtgnez2w7cky2v2dzmi225ge,41.0,6.0
5of7fbdavekmrbjf7h5nurmnotnrykse,57.0,5.0
5twm7eeqymm4n7dva4wdfaazhm74yovd,19.0,8.0
5vt6yaguqm3tqxg4jh2fe26xcjxwb725,39.0,8.0
5ysdgcujt6knmaed6zdvt7oy3auqkgcq,73.0,8.0
64a6a7xekq3ovjg7nz74y5my75zclorb,25.0,6.0
6g6427z7lw53msf7grvjbxf3dvxoqu7j,11.0,8.0
6kr2ncmukyuyszyfvwbysagrtaygwa5d,6.0,3.0
6rs45k73c75cjak4z4ctlqrkmoczgptz,26.0,6.0
7fv23reqxdti2g4qa6zzp5t7zafkfvah,22.0,4.0
7jegozd4q4tgcn3ql4fim6mhgcjzup2n,1.0,7.0
7jirip6uczimwyzlxtzewx7yg3g5sag7,13.0,8.0
7kahh3ocsmjidtvbke2jmbpliga7542h,4.0,3.0
7llhksvxdzl72xk636iatzdbmbw2f356,18.0,6.0
7rgmcvsgq5l4n6eldy2vinkian77sgvo,76.0,5.0
afnr262dlz5ltjo5pe4dfpdhpva7my3a,22.0,8.0
ajqd4hj27ghyvi4k3co43brtx2426leq,12.0,8.0
ajzcpnyrx2t25oxrnzgz5jebbylsk3ny,30.0,5.0
aqjbw4sbtiroknxidkposkqpxf3soyks,69.0,4.0
av7okf6cclkzd7fthrao4agg6ivsz7a4,16.0,7.0
aztv7bwhcwumw3pek7ixm4z3kivfsuh4,3.0,3.0
b63bcnvhi5pe42cgd7hiezlc2s2yjsb2,72.0,0.0
bdc5dsn4kanjci4xh3qlnpj3ls7jpo3z,6.0,5.0
bocbeponosxwtygmgmbdral2eitogp6j,72.0,5.0
bpjroxel3zstjomle666azxlipiangp2,18.0,5.0
c5sfdsvxey6fzauspqpeztq2szkhd2iy,31.0,6.0
casamlh6wxquzk5yqrae24cwsi7q4pfv,52.0,6.0
ccgsoebacs7gk46fqeyrhglpp3ot7xqi,16.0,8.0
cewju3cjjvj2k2kqxykx5inmhykuklwn,10.0,6.0
cipvlnjh5hwqxtuantp2fekgmnm64rsp,55.0,4.0
cllk3or7srx3th2a7xrsnq3km22uqhom,9.0,7.0
cly62ccwwnccxf3rl6cgwp6aopy5feyl,24.0,6.0
crx7a3c5tve2fgl4f6rexdfiqgwumg2x,32.0,6.0
ct7jucypdrkwi4f5avbbndvpbaw4hmkm,2.0,5.0
cvlwwjzxicvueqw5td3ixvivo4cd2dxn,64.0,6.0
d4s4da5fdghnp45tssxzg5z3ctqdikxq,18.0,8.0
d5spuyvxsxgqjck7puzfbrr23xwfyd53,20.0,8.0
d7ea36ye52zkzteoby5bieygyf5fihiy,53.0,4.0
daly776ainqneuoqxez7ayuzmupu3nc2,27.0,5.0
dfzbw7nw3ch6z2tlcrspsjo6tkjrp7rx,38.0,1.0
dgtfyqthw4bkm535sg7ag446wjn5ysst,21.0,5.0
dkv3zitypnysu4seathnjao5pidvksod,24.0,7.0
dn3vbelniraqivruau76vytgiqnmtkwn,31.0,8.0
dtg52byzq7s2c53gnaxyibq6idazafhq,46.0,1.0
du7zsqcehbr7no35ebmoo3duyb23lvjq,17.0,7.0
dz6tcficdy3u7mtbyhphvzaudg7ksoje,62.0,8.0
dzmkerbf5yunkqt6p6ha5tzsvktyw45e,18.0,3.0
e2xoigrum4vtg7tl5sfyjqpucpmclnkn,19.0,6.0
ebx6tqi3uhogf4x3uyishtzzpbdl3jjj,75.0,7.0
ej47wamjgexwovq2xejww3cgk3x5zshp,0.0,8.0
ekcmsms7abrnwfyo3a52udrsfhllajmw,4.0,6.0
elq4gwewdxadn3qxwajn6h5w6ulroerv,69.0,6.0
enuyhop42jnksqqgazobm2bmhkgyycyo,3.0,7.0
eq7vuz5evqtnv5arj3s6vltfckv2y3ju,19.0,2.0
eu7pkwlgcn5ay55lcoct5444s4maixws,14.0,8.0
euvl5ey5g7x3dqfmlavuokzcxzvxhjho,8.0,4.0
eyfqha5gcvvsgib4rkwartmqqgo7owlz,73.0,7.0
f2i32ukahhxjqntpkcznetlcm6t7o43p,43.0,7.0
f4dltzsvnuca43ovuacgjlhdwslsaqam,68.0,5.0
f5ycsnymriztacbiokum55vpiaqntztw,32.0,8.0
f7lnahortklvo74k33tg3i2xvk7saqwy,4.0,7.0
fb6xztfdhbdloiziwykfwessgl7j4wc7,48.0,4.0
fc2xit3lwrvvtkgeev7kcdcg5gpgprmz,51.0,8.0
ffjbdtnykpi2chkgdbrsan3meqkg6org,22.0,5.0
fhbtbwpkzpeonuierwsgq3tt6n3b7wd6,10.0,8.0
g2jwsslgz7vfcqp326olzbnd2ngbqzin,4.0,8.0
g3zt5yz7fcpwwrwa5mqf4k2svpjbwjtb,28.0,7.0
gb5lny23ifahyqgy5ncl54hrm2pqkguv,64.0,5.0
gc2hpn5s4jhgyanymxfowvsb7jm7ygmk,13.0,2.0
gc3kckf65ygbnymycfuk55h7267zqilf,24.0,8.0
ggeb23plrqb6ly3jegk4hhhmrr6kw6fy,35.0,6.0
ghhdznsscaqfrbyvcb27jgeglns6xx2q,74.0,5.0
gjfg5nyws3cmqtzntnpc7cys2lhjlqxu,47.0,2.0
gl4p4w2jqglzpp53ps7j2tqvfq5apcou,38.0,5.0
gr5gjk54n653glmtannegyb3ecieafse,20.0,6.0
grn4yscinzfc6zbcoh2orcurlq43lmeh,48.0,1.0
gse2dnidgeq3kfiqptrupaqgzct523zp,23.0,6.0
gthspsqbydfd742au7bjr3kdi6k3boro,76.0,3.0
gzhcvydjpcr6wbjsv2fgxxjo6hcnkajr,16.0,4.0
