,superlu-version,cmake-version,openblas-version
kshdke43fw67rl6n7v3z7y6arxzce6q4,0.0,81.0,13.0
lazdjvply5we627v6q3i4euzml7qqv74,0.0,24.0,10.0
lc6zbe7naucoxqkaw2u6juuakuek6zqb,0.0,94.0,1.0
lhsnz7jfeftfzsqralcznph37ayrztlg,1.0,5.0,11.0
lmcqjlajb6tbnx3ppqdxahoirbwzrxnz,0.0,47.0,9.0
lyneypkj2msv5l574ao4dbmaqohjuxk3,0.0,32.0,12.0
m2busufo56mrvrlu2vijj7vdhloloy5f,1.0,44.0,4.0
m3dkwcfkyslul2ogxxntqul5z6bzmcqb,0.0,50.0,11.0
m6oawi7stvgz7ykqlcy3nvqk4o5ceog7,0.0,86.0,14.0
m7akkqkhfvueiw2wysc7ncagrdjojarm,1.0,57.0,19.0
mjtmqxtodfaym3zkl44zxu2szbrt6wpe,0.0,61.0,11.0
mrt7sbhmtfricu35gkebcw7zgk6puqgr,0.0,39.0,13.0
n6aghao7jjmpqir4xtunfwkvnhunytwg,0.0,39.0,3.0
nbno5psg7ssg52crdf2xmyyynp6yflps,0.0,0.0,17.0
nerqxx3szdb2i364crv23f7gih5lv4km,1.0,10.0,11.0
nfl6fnqlvbv4cvd7txsge4vmnoi24zhf,1.0,40.0,2.0
ngdv7invpythbkujgzl3mxv6yl7jzfaz,1.0,23.0,4.0
njmbhdcyfp34yyza4dtn4dwerme5rgjo,1.0,70.0,0.0
nkuiyfsmqjmioaal2xyyqwkktwbrbfpw,0.0,11.0,5.0
nmtavhbrkapqdyrfgtf2fchtpkj66xoe,0.0,96.0,5.0
nngotcfrbgduqhhsnjgy7dsfh5jtib7b,0.0,85.0,18.0
np26edkbfpug3k2ul3v5a3otdrau73yu,3.0,71.0,1.0
nqacvxsr4dqk4r3xna4qvvounvbjt76f,1.0,63.0,5.0
nqcm4saynydxzttwwfhvac5mu5l4ng3y,0.0,8.0,10.0
nt4r4os2uchlku6baa7fbmdmfzuktzhf,0.0,38.0,15.0
nuhxsilzqf6wqxilbhzi37aid2dfulah,1.0,36.0,8.0
nyrptofh3leuzd6yqdwb2hzefrucn3v5,0.0,36.0,6.0
op52ryi3izp4ejmyiiadnnhwnsvu6v77,1.0,93.0,3.0
ovqjqoahbqgybcxz6gkwvka5cq5twnjs,1.0,57.0,15.0
ovzunb3ln5k75c2cxydvd62o6wphbutr,0.0,24.0,15.0
owiiu4eyhw7etykdpl6ruuastmizvv4v,0.0,67.0,7.0
oyht7fvq4qui56kwhjtldfwb2r2tjfvm,0.0,18.0,14.0
p2sx3h5qzcn3vo27soy66gqksfmt4qns,1.0,61.0,13.0
pabu6baggql5uqthvbg5uthvoi56snqq,0.0,56.0,4.0
pezxqnurbzti3vxtbbspm7ia77bmby5c,0.0,68.0,6.0
pfoajnsjvabl7b2rpjj5v37cpgnzu62y,0.0,79.0,16.0
pfqvyoji5zukxwzsmtvvxewon5ooogbe,1.0,1.0,14.0
pizhn5kg3iikhbhr3fjntr2r5kkiuubm,1.0,2.0,18.0
plhefu6kmyjsdxarptmldhv5nthvg66h,1.0,93.0,13.0
prtvcm6ek2iu47jihuctxkotmyrxmqgk,0.0,71.0,2.0
pxngu2nxovjjksx6yz76pinaorph26u6,1.0,97.0,12.0
q4nw7lnfg33xmeaocnwfcwmgehd2nnnw,1.0,6.0,7.0
q4r7ekr7kua366qyhr7ae7haeeylzopz,1.0,36.0,7.0
q5hm7d2pmieau2obyynr7f2arjyvhcon,0.0,31.0,9.0
qciy3mamfeuxeicsevpusr4brhlwlel2,1.0,37.0,5.0
qdkyoifmridpyaafd3klgnjje2yzxgat,1.0,57.0,6.0
qebmwdujectdncir33rnlxdbxvpkxiyp,0.0,65.0,16.0
qegmaxxq3us5gi7mkz5jxmsdxsrkc4k2,0.0,40.0,1.0
qfxjlup4h4aw2oujbg5qgmujzkxdy36n,1.0,54.0,19.0
qn2conquzgbp7dgewbimbyvddrl6yo4h,1.0,61.0,19.0
qq2msukwbkxl65awo2clidmdshg326ty,0.0,38.0,3.0
qz46gqvitng6phiusor5ral67eykuqpu,0.0,14.0,18.0
r3objq3tc4lq5slhwukzvh6gycdgymxm,1.0,58.0,5.0
r6wqu3kmqkdubuvir6tam7eq7fwnz7q5,1.0,87.0,16.0
rhkdowo33ip623bq3nydlz3mhej64of2,1.0,14.0,8.0
rqgxjp3f2lipzuhjn5442aqt6ohzeleb,0.0,58.0,17.0
rsijb7lsugaole4q7mmg2biut4iqb5ga,0.0,67.0,8.0
rtk3p3fleig2sfpdxhpx3xtsbf75mubz,4.0,81.0,1.0
rzlj2jcfpwshjzm22cfe5veaome2t37l,1.0,36.0,6.0
scqkixcpagmaqagwb2gt3uvunsyqxff7,0.0,35.0,6.0
sdkyelpopgxadndbiymku64psky2xho4,0.0,92.0,20.0
sqpnapiwrx6nxfbligo46bmnzgfo37io,1.0,47.0,13.0
sugovbpjzfoziazv3tkbdswouj47ptee,1.0,32.0,19.0
sv6kkyci24hxg4mhwcczi7upbkuwxgov,1.0,6.0,2.0
sy5wowghgkdlv3d5vmuxwejrzey5obtg,1.0,22.0,19.0
sy7n6ilm4jgnielby3huziu3wttukcx5,0.0,66.0,5.0
szi6vgif5ognpnshki3y6snxetibfjvt,0.0,88.0,9.0
t2rtovt3sgtz2vn2mnoc23upctxaplqr,0.0,82.0,4.0
t34nhr7i7msvxgp3pb6jd2l3ypdnhpz2,1.0,16.0,18.0
tarnorshg64mo4uwj72un6jeu6om2r5m,0.0,49.0,21.0
tfkz6gghiflah6n4fy63bh3gljkrhyb5,1.0,29.0,12.0
tiph7zys5p34i6ns5x54fi5kli7eot5h,0.0,14.0,3.0
tob7oh46yvslhw2ovr534u4kue4xyqsc,0.0,57.0,5.0
tpjrfsnq672aywx3lbw2enbivtdbsryn,1.0,7.0,17.0
tqq6faoynlfkd3mqcle6c45rlfy54edn,0.0,60.0,5.0
txcvvf4yisikfh3ybiwptfjhtrwu3fq5,1.0,68.0,21.0
tz366crhrpi25b5o2z3znkh2xs7nnjdn,1.0,55.0,12.0
u3aw3zbrv5uin3gybv5yvlgnucesdis3,1.0,25.0,7.0
ub3a4w2b2lzvngsfrwoidang7v5yyclp,0.0,71.0,10.0
uh5rskgviznmf4eubsvhnc63vuydmuem,0.0,3.0,13.0
uihu4pdimni5s2d4hc7slebejep6vyux,0.0,19.0,20.0
uqh35wfdga2rvv2s73moclmqvpfk6547,1.0,65.0,4.0
usbk3anm255fjfnq6s4ygudme5dglehq,1.0,28.0,14.0
uwyuynzvi57ngyh7n4yuaahiuespucbn,1.0,93.0,15.0
ux6346zonyr345apfu6fqeekrjhrkowf,0.0,92.0,18.0
vbflgo376owf6n3pttkw77f4yz7uonjx,0.0,58.0,16.0
veqgzb77qpuzl7dh7qldhl6ex37hsaq4,0.0,65.0,21.0
vf25ywjf44lw26hz3vzn5fj4v3kbnmy2,1.0,81.0,21.0
vf6kvbexnaf4px4dmk7rs7nwwfcyyvjl,0.0,42.0,16.0
vgw4i6xd5eavi26kwj3qpmuqbnnwbg6l,0.0,78.0,14.0
vnamqc667djmfmh2myo7mxozmu5iatjz,0.0,0.0,0.0
vnznghhvkynhe2pn2q67rwfxs4enuzun,0.0,6.0,7.0
vqmyikbojyz6vjumsmcpq5oxguzsusif,0.0,9.0,20.0
vta2reilsdp6k47ya7skdhohvbr6dr67,0.0,73.0,4.0
vtxi322kenjtea2pdahckjkpnwfnvcut,0.0,22.0,14.0
vxjmwpwyajeijlvkrs5qqzqtddshvrhg,1.0,39.0,3.0
vzh6sxbapmpipejylqkg5kodfxbcpvi3,0.0,94.0,6.0
w5csw3exmlmdrvyz47tco2p2nj4rnh4t,1.0,10.0,3.0
wb3bw3ifsssszu4kzlz4whghackzhdxx,1.0,52.0,15.0
wcefagqg5yiv3qtddkjliohzuiz37cun,1.0,9.0,15.0
wcxpyytdikc6veadvhlskfdxkvqqldlo,1.0,83.0,0.0
wemtmhqmgb5enidr2njlfpm633jdspau,1.0,84.0,16.0
wgopfcw2kdd6r5jyjhb2vuhmgtixvpxo,1.0,69.0,16.0
whnuhwazwr7ib3fm6alc2wjlujaxnklw,0.0,73.0,9.0
wlspkg6sz3zho6r5w6x5sjspbrcpf2jz,1.0,11.0,13.0
wnbm6cupghrzxd3h2dsclh7tujotelhs,1.0,55.0,15.0
wrkfudodlbiulyjj4uqzbydl2sqhdguc,1.0,33.0,14.0
wwkv35wbekfkdd2jrrf5kfwvkklgpevb,0.0,55.0,6.0
wwvsvommgjo5v5cwkv2q2k6horyfmxxx,1.0,31.0,5.0
wxkwtqu5uejzldnyovr5qov26625hyrl,1.0,87.0,13.0
wzc7svbtc4bcgoqsu6rn2ziujd5lodcg,1.0,3.0,3.0
x7nilsnfaxe3qkcptgpmedkb3kop7sdi,1.0,30.0,20.0
xauowyrxmkd525txl65z5bujbb57qsdk,1.0,73.0,3.0
xcowlpa2762tbpdzjjyxntyfaekghobc,1.0,0.0,17.0
xmkii2skepal3uzqsiw55s7befjhewf4,1.0,35.0,10.0
y425dmbdvk4uvlkld33p2ioqrvt3jtdq,1.0,94.0,18.0
ydqzacjj2f3qyxjczpz5hsfla35llbrf,0.0,87.0,2.0
ygth4knbggehjf4e55kdmaxal5yjpmqj,1.0,76.0,16.0
yi4woy6bjqfdzeg3n3fegv4gsqdjev6y,1.0,69.0,21.0
yw2zngzzbztj6btkjczswy5tzj7ryuqs,0.0,72.0,12.0
z3v4ovfcwfq4azqzziyj2vfor3nn6kgl,1.0,54.0,10.0
z4c7lyqrqlh6z54y3r7fd2nf2bphlabn,1.0,56.0,14.0
zaz2o56skpbupgzntt43nbk53c6hhuin,1.0,36.0,10.0
zcv2v4ig6ejh3kqqtj5vduyyjrhsuahq,0.0,72.0,3.0
zd3ae5cjrydtaxwistj5opurbvddyznn,0.0,42.0,8.0
zdozuhuincrpne246n5duomo4chmiqe4,1.0,90.0,2.0
zluiebmv4ollo6klhauaa6gmx3lbb23p,1.0,62.0,8.0
zmblkhzy2e7dm3zq4kqsoymhgetwmz37,0.0,13.0,10.0
zmxeprgbn5y6ao7amrtlf4vgxi3faioh,1.0,93.0,10.0
znn5hcjadxo5tcklmi7m4x2emnukaydf,0.0,71.0,4.0
zpi4fnjrrfkbvxv4nfcvpq5t6nzmnfhv,1.0,34.0,14.0
zqtfro3uakltlgrwl24biw5biypegkna,1.0,51.0,1.0
zrg5hrgquxwwz3uqohrdxo365bejv2wp,0.0,67.0,9.0
zuh22m4phhhiqsd6rour4mraj3uxdvp3,1.0,32.0,3.0
