,plasma-version,cmake-version,openblas-version
f5jdo6ve7y2ymg6tihvokgjiw24yqk5o,0.0,46.0,10.0
f6od6hkyergcod54e5zoe6mrjhvlbyal,3.0,52.0,4.0
fbx4bhhqgrx3bxbauaukv3nbkiyffufz,3.0,40.0,14.0
feqeooopqnuhblr76potjutblzyvzfuf,0.0,79.0,11.0
ffcxbrfo4au5b74qcnfvfnpbr5vuqw3u,6.0,65.0,11.0
ffqb7526eg2tqv6orprowghpesoeh3uf,8.0,47.0,2.0
fj2jtix2xn2tjakyixpzmr7n2n6bbw26,8.0,55.0,20.0
fmdcgs4pkzdxizygc22kvo7cku2gchsj,0.0,52.0,13.0
fmlft3fwck4padgdpajw5nhaikfwfkto,8.0,17.0,18.0
fmzbvjbe7vfhkf5uircuehxj7a4m2gcr,3.0,63.0,19.0
fn6bkvfrbqur7pnvitibjnqbx6ng63dk,8.0,61.0,5.0
fpahfcach5uz4ip5hhiq36dy2lrlwk6e,0.0,7.0,6.0
fphngbhvbh37i2mtnpeszbnv7bi3npv3,6.0,96.0,19.0
fwtffiucmp52tj7iwvge4weuf46ms463,8.0,41.0,16.0
ge6mhtwkrcchtcnnitrvh2we62bh64is,3.0,11.0,11.0
geqdynniiyvhg2ldl3o65al7hqezxzvb,0.0,41.0,14.0
geru2bznc5rulchpuhluserwpwlvbbix,6.0,38.0,8.0
geuxmr75fzkukrlofb4jknnfknan4uta,8.0,16.0,19.0
gf77ka74zlrwandkdr7dhvcvgy6wxw2z,7.0,7.0,10.0
gilgbxp7wtbodijkmvohsxakc5pf5ijd,0.0,35.0,3.0
gpge5j577jjiqoxjb3tixvk3novkvhvi,0.0,58.0,5.0
gtiy4qlha5ujynjydtnfo3al2znx4td4,8.0,46.0,0.0
gu2mifo3rz6kpbhpbnf7thokpdpqho6x,6.0,48.0,0.0
gybhzvrhan235d5htxpaucj35mctqx4w,3.0,40.0,21.0
gz7yuuvvuhuljy5xhsmf466hsqccyi55,3.0,4.0,18.0
h4pjb3zw4qkjgewnz5mdbvqe65qf6hbc,8.0,29.0,13.0
hbxzjadlimepdgvee5dlcdstdpuucl4a,7.0,77.0,17.0
hff64an6bpmotk6u3dlxk4crgtybxwkx,3.0,3.0,17.0
hgcts24632sfn2pbbjstkzj5dcjzked4,7.0,48.0,7.0
hjn2ya2o63s46ujyh5rgdzfjyqeupgos,6.0,18.0,18.0
hkphpe3ej3s44rm6hrnabejxyne77qqm,0.0,65.0,5.0
hnys4zutpybbsup4zyngysbuav57rsn4,0.0,12.0,18.0
ho4yfdmevrrxwr2s674penvg7fojoq75,0.0,39.0,8.0
hr53lvt5jcwy35gkscqu7yrjpnyfa7ui,6.0,28.0,15.0
hsdfh6ryyoc2bmgzxqrox2lhlqpnyq25,6.0,52.0,15.0
hso43astrrxuecx4xkmy4dcgdiduzj4v,6.0,27.0,7.0
huccy33l6m2rpus7fuaayu5p44yp5xyl,6.0,60.0,5.0
hv4zvldpmxcbbotg7bxidko2gudksxev,8.0,32.0,0.0
hw6ocmkx7pjlmx6mie3xed4ezimyjlco,3.0,57.0,15.0
hzpuc6t3ncguzndc7ds7y55uxsgeayw4,3.0,93.0,6.0
i6l2c7qzdiv2442pxb75u7jmywzissqi,6.0,47.0,4.0
ieczemcldrqnvvgt7cgmkibhctqm7i2u,0.0,39.0,9.0
ieiytx5unh7fkcrjqknp7wzszteubhic,7.0,14.0,2.0
in3gyixvupwh3rdckb4skdms7akabyps,0.0,40.0,8.0
in4722cisskyfxg7knfzkhzvgzqwvbho,8.0,35.0,16.0
inkntq622ona2fgdu2cv2pxb5othkn2v,8.0,96.0,9.0
isowpjb2ft2rv4i4cp625rro42apc6yo,8.0,39.0,2.0
iv2y4zpoagzs3s6iffytvkak75q6arw4,8.0,61.0,14.0
iviyuz7btuywnotizcvrhb3kqnfmdvvk,0.0,71.0,1.0
j34sr3ujufh74vygwylysshmee3gkuoc,8.0,42.0,19.0
j677trekczj64mneoofba4pjf6mlpcd2,8.0,65.0,1.0
j7hchqsahxibyzjasfm6mf3ztiuuhm6u,3.0,12.0,0.0
jjs3emb25oh6zdnjjarujdkock5xjsbj,3.0,12.0,13.0
jko54cczd3x67myqizsttcjwuamt4wyl,8.0,3.0,15.0
jnbcdcv3rvh3zrav522rpr67a2zgm2g6,6.0,6.0,4.0
jpptw6szptkm3p5ma3h5kwih7pk6zhou,6.0,9.0,5.0
jq6qezyoqaymjutko72347fdllei5h33,6.0,18.0,11.0
jyw5wj4aglhu2uypmzshujqidxb6sl6x,6.0,13.0,16.0
kcyzhol2v4svpfcrszfnfv22lyrjn4pb,8.0,40.0,12.0
ke6fja7epxh7eobbvnvny77kylsswx4r,3.0,38.0,5.0
kfirxkqqljkxkwcfln3zcimzb27regok,7.0,34.0,8.0
kgquxyfyi4qhbxmgcrpfdp5z5mbetyg3,0.0,89.0,18.0
khnx6ynj72qpbngs54tlgfmyrxgk43il,8.0,13.0,16.0
krtspxnofw6za6qqwpcegsn4jtpsvh4w,6.0,3.0,13.0
kv4mtowzirzse4v3pjgi5qtefu7cv2cg,7.0,33.0,13.0
kxssseoiomimythnhxgycpfleyjuqdm4,7.0,54.0,3.0
l3x37qo3p55bslno7hea5hq2353x37ge,8.0,25.0,4.0
lhs7ybg7ql7xgeuh7o3sg6wezdrtgiom,3.0,30.0,16.0
lkcpgkqdzaeokrgafqkedyskdadbmtuf,7.0,13.0,5.0
lmedqn32cgrf64r25i6ozrdbn7st6yzj,7.0,68.0,19.0
lszi4wfoex4n7qx6efro7ozuqoi5g55f,8.0,14.0,15.0
lunksnfvkhvbalu2frxkasc4tot4fkqt,8.0,79.0,14.0
lv5hra4gcxomkz4fh7iqz3z3wqw4uuwl,8.0,41.0,3.0
lwttcdwmreguxe6k3t6nlgrekhukhdix,8.0,43.0,14.0
lyrsqeuehg7bw3ti5bjevcblv5qjmruy,0.0,59.0,11.0
m7r23xthnftuezyjxzgvrfo5n5mtmd6q,8.0,24.0,10.0
m7smo7sx23k3jxd5obwqe4rizxvc4odw,6.0,76.0,10.0
ma7qwua7mxyqd2deo33iseha5yyvh4wy,3.0,22.0,19.0
mcmlrnvlefs2muhpw522rqapkkzru4di,0.0,23.0,0.0
md5trntwo535x5gnbz2m7agmaz6glc6q,8.0,22.0,16.0
mdhwwhbu4x4pdxwf4nyq5feymhwvdu4r,0.0,83.0,4.0
mewgynniisdq3ht33t7wa6v3daznvmcf,3.0,67.0,8.0
mjdwdsnhetmjivf72cv4bcylilu26lf7,8.0,12.0,21.0
mlql3nv634457iug3fungi5fhtrkrvwv,8.0,76.0,1.0
mmkvswp6gz2aajlpunzmug57tobiu2tf,6.0,65.0,2.0
mmz4qwophdti742tcgskxkya4jsrylwb,8.0,33.0,10.0
mnz4c56huwnicjifziaf5tzotnyip6dw,7.0,49.0,1.0
mq6adijnh2n3z2gobcnuqevwx23od4pl,8.0,62.0,20.0
mqsu4zlltgre66xjaqvtjtmvlxoe435z,3.0,94.0,5.0
mqu2ycppdzvp2iyztp2nyidkbt2umq4s,6.0,74.0,1.0
msb5n3aqogbpoxraq6yrtpiupsgf222a,0.0,71.0,11.0
mtr3nm6blugsac4eusism2ip6tznls5f,0.0,91.0,1.0
muc5jlunry4g2kuxi3ck5ux3g32espfn,8.0,38.0,3.0
mzmkb7urrqkew2bg44xst3cr3oox773v,3.0,79.0,5.0
n3g6zgdjkhkxyie2fnady5vpamk5eth5,6.0,45.0,14.0
n3vexssx6h72c7sdmoqextfl5zdkbwmz,0.0,59.0,3.0
n5hf3k2ga7diadd5c3jn53nartuspmmb,0.0,43.0,8.0
neh54gllwstfwas7qftaixf7ec2q2mqx,8.0,29.0,16.0
nfjq5yfs6z5wql27adgifj6zttp5i4gv,8.0,75.0,14.0
nfpprpxe3kpikxb6hcrbgyke7du6vg7t,0.0,37.0,10.0
nhmiesiwvtecyfdqpgyohfoo5ww4d65t,0.0,58.0,13.0
ni2w5odyey5732xgtu2taimemo3xttu7,8.0,34.0,21.0
nlszbkhb523znawzsjuc4so67fqstdmj,7.0,94.0,0.0
npjk5nab7wlw4iqfhpl5ky4osbnq3fq3,6.0,2.0,2.0
nqa7vj3x7giqwrhn2tedgm74xbfgqoaf,6.0,67.0,12.0
nqjpskaiang6wgxijdb4dvhd7edjfyoh,8.0,74.0,9.0
nsawypg3sea2i4nrtabbd3twfbcebmjl,3.0,68.0,4.0
nt3265cvhqaz7vgm4yebqjnrck4n54yl,8.0,77.0,12.0
nw7sg5xvi2kx77ne4oqavox2vxzunya3,0.0,63.0,8.0
nwrrvso325dntlw37zmrb3kypv2o4djq,8.0,33.0,14.0
o3mlx4q5z2lxjvm52hyxq7akqgzglilb,8.0,77.0,5.0
o4hz3bigkpxfzatxyjaw5nhrqojnqukh,8.0,14.0,19.0
o6v7zynvyzedibfoj7kugrugbf3fnni4,6.0,2.0,17.0
oj2udfzlc6lawg52qum63qiip23spqis,6.0,32.0,8.0
ojxqrakv3ngyqv3henflhh2be242bbfg,8.0,3.0,16.0
ok4ckuh457xe446s2q3vqsseda3miksu,0.0,83.0,19.0
olf5g47rmzv5vfgmrx2c2bjspb5wcccw,0.0,5.0,12.0
oo4ovr6ldrr3hfilqsmxgptjw7chuac5,0.0,0.0,0.0
opelo5bpkk2czfbdclv77qbodi7u4mcr,7.0,11.0,15.0
oskotb2k3hw2wnls45oqpqj2vospc5z2,6.0,62.0,0.0
oujpmcwwvfs5veuacj3u6b4dh55ezhsc,8.0,45.0,10.0
ow6ynruxgl64o3ie77a5ldq7lvubugcq,6.0,78.0,20.0
owc2j6ew25ksg2xhu3lvwmmqcwys2djr,8.0,26.0,2.0
owmf6ytik5gc75rphgservkloy5hztaz,0.0,7.0,19.0
p3q7hffww6x4nachfujzlbqfnoins5bn,7.0,96.0,13.0
pclnkutrkj23p7i7dc5in54327zxpcyy,7.0,56.0,9.0
peearqmeoggodhan747exz7vicnmhwat,7.0,59.0,5.0
pexqvdfrtusdqn2qnbbzc32sb326tosl,7.0,32.0,13.0
phpp5rwh4mhd7blfqha4bsopwjq3rl7p,8.0,26.0,5.0
piomxqpzfmycqd6ok7dxvd35ftyfrn3k,0.0,18.0,10.0
pliznsubeb4jphagp2ieaz6g3bxbxtjk,8.0,60.0,3.0
pmzhug42q5eabeeqg2q4gpe3umzaqhmk,7.0,47.0,15.0
ppmqogkwewwxejgudctbxrryfwbaqe4a,0.0,30.0,20.0
pyrdiuyd5vtlnghyczvogc4b3waopq6b,0.0,16.0,19.0
q2q3en67akg6vnzjrt63dgzjzeihimo2,0.0,69.0,10.0
q3henctslgwraumi7c2mbleyz5fukyld,8.0,59.0,18.0
q5pl5beojlxbabs3co2434ypefb4buh5,8.0,19.0,3.0
qchfl6t2xquqvbjbioomd4gggkbeasoo,6.0,33.0,15.0
qhack2e6nymvnb4rytpbzk3q6jg6vcsw,7.0,61.0,1.0
qjhw6ikdwigduoljzpmyipi623vqew6c,3.0,58.0,21.0
qjkst4uc3e4hsxl4fzasqtkqlxkvshld,7.0,24.0,13.0
qoj3tbkb3423mvowd4pwpc4dk56fsieo,7.0,43.0,14.0
quotdeatgsabikiwnxoq52catzjoovvq,6.0,79.0,5.0
qwnw6z4ds3twfxsmdbxmlkyzhtdetdgm,3.0,62.0,17.0
qxgv6w42p2scg6jeh5wctuvrj23ayhxu,8.0,74.0,11.0
r5fzc3iaxqo7z4x45jq23wrssr67zpvv,6.0,4.0,12.0
rbzcvtakgt5boc24fw2do6hjqacz6h6t,8.0,78.0,14.0
reenpvkadascmx5pbnp5spkroq3q3al2,8.0,16.0,10.0
ro5pxmqlxbbbo25mkec64e6qih2oyl6b,7.0,29.0,12.0
rqdyroa5kchbbc55flaz6lr2we5jmte4,8.0,73.0,18.0
rqwclnvuppsuvi3sw4qrnwb6m4ji7gli,7.0,6.0,7.0
rsrtx2wzelu7v6eygk6dsuu4q5wc5ckt,6.0,18.0,16.0
ruj5j737krx6novgbttyfbgs2j36wvrh,0.0,84.0,20.0
ruox6qugcxlb4eap24wxzbrhnhm62fks,6.0,41.0,6.0
rwbz4pw7nv7q4ssjnpwxlp3n64adbviy,0.0,24.0,8.0
rwdjbc2dffpnzv3ruusji3xh3sgveqmy,6.0,70.0,5.0
rysjatv5rap4rvtgc7ltfjohqfrtan4n,8.0,24.0,3.0
s6if5pk7ahdm4na26sq3tb4dpq2nnkl2,8.0,18.0,9.0
s6u3bgpa7xt37u5u225za6gfi4hzejf4,8.0,50.0,1.0
sc2yyhxnzwmgprdlucnnxws6fdfm4sox,8.0,15.0,2.0
shnakdshoh4wnhwvt6tu3o6kznydqlg7,8.0,73.0,7.0
sjrvt56h6gzttxh5jttfe5mpsimqjmgp,3.0,16.0,14.0
sp5liyco5tejfpjpw3gn6uohs7mynprx,8.0,56.0,0.0
sp5z3djqv64bdcsdrmipd7pi6l4ykelb,3.0,33.0,14.0
sufg4oobketiyhdqsi4h4tq6a3ubrtnc,6.0,6.0,16.0
svnsmw4jwwz7db6hjzycuptu3hdxront,6.0,15.0,14.0
sw257j7nwpgyq6icozbxix67yw4dsa2z,8.0,66.0,20.0
swxnueyopjeunwtlsrqckhuzrjwfjp2g,0.0,60.0,16.0
sxuizy4ylffuowsx4lgaroc2x2atydlm,3.0,70.0,6.0
sy2xidw3x4l2hkeezgdl6bjxoriwjqwx,7.0,24.0,11.0
t3ubhaboen6w55dqj46vniq2f3hmozct,3.0,51.0,0.0
tcfzejq6sm6n44btsimbnicaduvhsgz5,3.0,78.0,5.0
tl4uj7cobiblg6nx3zmbeasj7elagagh,3.0,54.0,16.0
tp2mpzstd5ujkgi3zmb5ulcbjk42ruvd,6.0,57.0,12.0
tqbujpm6w6wasodmhlcyhbv6ffkakgz7,0.0,50.0,17.0
trd35jh3puskxuahat2aplhmw7r2lqjq,7.0,56.0,19.0
tsfdtinbubsly2yqk454whyh6vyfwgfe,6.0,39.0,6.0
tucwu6p56s33ukrbrsn3qv5qkf3j6exk,6.0,46.0,0.0
tvbai5tabgbwvqp57v6zsxthuibtsfrb,7.0,59.0,14.0
tvtfdr3j4bbdgurn6yawydlwasnk7eq5,0.0,76.0,0.0
twflsneqirwjt5jgps2atddtbr2lahpf,0.0,56.0,12.0
u27jvch2upzva5nwfidgabokzkzgjesh,0.0,39.0,0.0
u4i5m62sexbeewggrf7iw6v22pfdmuyf,6.0,27.0,5.0
u6ghdljtbupextwb5yu4d74cg4efnmli,6.0,95.0,11.0
uc5vksl6zitontuxg4pkl2fqxybujbnj,0.0,27.0,1.0
uckhvw7tdj5xlmj4bozzcg4v62yma3hr,8.0,29.0,20.0
ug5lxo5yd33ctas27ga32oh64hxd5eul,8.0,95.0,20.0
ujto5xpjon7gj3n72ur43iqn6hohc5x5,7.0,74.0,16.0
ulpbbfkk4gx3zpaesk4gdux3yfp2v6kb,3.0,65.0,7.0
upcxzlgrztgqnmu2nedymjbq2rj6tkrv,7.0,33.0,14.0
utt2l7znefjr663ltejd3beswlssln5i,0.0,58.0,1.0
uvdyxxa5iyx34bx4tfjoidkm6bnt5bes,7.0,35.0,16.0
uz2iln3dt2uixpwtoh7pk7fwcmdjcgrn,3.0,30.0,1.0
v2vaqb5uveko5sakfbsjl6khppjxkxk4,3.0,71.0,0.0
v7v5zovha44nkssb52rz2jo7bbuellmq,8.0,6.0,8.0
vb66ufuajpegyskvghthmjhier5euf3s,8.0,70.0,14.0
vbuf2sqgxjd4yxlkfu4nscefbhsvl5s6,6.0,22.0,20.0
vcilxezpgrp6j3qb763ytc2wxjeoscom,7.0,4.0,19.0
vgjpdxkpiplkszejfk3r66ywpv27s2fs,3.0,29.0,6.0
vh74freqh3eg2kqkdofeonbckrtmx3lr,7.0,51.0,12.0
vodvmgqoaooverhie4d7g7llt4qkgs5t,8.0,68.0,3.0
vpq3fcgxr3vjxg45snv6rxal5mxasplw,8.0,51.0,17.0
vqf6kmderunhidqnuzax7pb4ztbq7stb,6.0,40.0,17.0
vr24oyfp4v2kwnssdlz4cc46qu3yien5,7.0,20.0,17.0
vrwsigqww3ryda4zd2obw4fgyqikutth,8.0,29.0,10.0
vt37h46cb7xpbdydpkeqazkgd5grqekq,6.0,20.0,14.0
vu2dsfmvombrynppn3zv43nssvoalmkk,0.0,21.0,16.0
vuuk47ivhvok5v5ixq4jo5uczkzgeyis,0.0,50.0,18.0
vzzer6j2wykbebbqa6vuqb5zftevtekl,8.0,19.0,19.0
w2nhjbzbymwvawua6pcpvevcutrjqko5,8.0,64.0,2.0
w3q7mcm2j4cay2fg5pho3gtpah2c3xzl,0.0,85.0,6.0
w44rd3sfiljjfdh6cwlchsrvxlgifrps,0.0,63.0,17.0
w4bijbrdzmqvw4gmswe7fdojcrufit7n,0.0,36.0,14.0
w4nxy44nwqqviz4jlj527ug7r3lghfzi,0.0,78.0,21.0
w5j2pp6sxv4npxngiqb7e5ahj4cuxcji,8.0,47.0,0.0
wb3eymf3ihnqowbzjvkjuwgq7zgl5rgl,3.0,37.0,6.0
wdhfbr7l6iz5z4b3a4iqpadeabocj3wt,3.0,78.0,20.0
wfjngndro55wjcuehvj242i7fbd36s3r,0.0,69.0,17.0
wgi5mbzdregay66ttj5qx26h7zciqws3,7.0,67.0,7.0
wjmur42mhz2fo77jcb3z3cjmb6y7lqzz,6.0,17.0,5.0
wlmph73xrvhlxtmmjpf7jvg3wrhrzrtv,0.0,14.0,0.0
wm3jrdgcyhhgm5gqms3ewz2nkfj4n5ic,7.0,27.0,10.0
wo4onavud45wpupnw57bkjeroytegeum,8.0,51.0,19.0
wopmthzvpd3tsirjbqt6xpbdzxj6pa3i,7.0,6.0,18.0
wrxrqldgkg4xuainon4amyehn4nyo5d4,8.0,25.0,5.0
wurjbelf7b6jngdawbrrzpvzuanonyym,3.0,7.0,0.0
x5dj5yu5flndgsy73mqfavxlsgzg6mn5,8.0,68.0,14.0
xakrexsj4jhi3qracngjc2hywoh4rgqz,7.0,13.0,13.0
