,plasma-version,cmake-version,openblas-version
ren2cge5ken3g7doag23nin6ajgxwmhu,9.0,61.0,2.0
rfxhikaakkhw7vdpsdc7qc2nbljnjy7b,3.0,1.0,16.0
rh3nogqekaa2ngvjs3nmrnrrya2bxy4m,5.0,96.0,6.0
rh5gsdprpf7qbkkxdd37yserx7hiciey,5.0,35.0,14.0
riysk3r7l4sph3kiidtfz2aoh5wdzscu,2.0,50.0,20.0
rkkvfyh465a4atzc3by5x54c4pg5tm72,4.0,53.0,15.0
rkovxjnoieyvzu7el5feon6wcyk5gyrd,2.0,81.0,15.0
rllalze7tcg2zbuhgjnfhuu4oscxizn7,4.0,88.0,18.0
rlvdiz5gbkpc2x425ic543ydjp4jshlh,1.0,10.0,20.0
rlwfjowbnb7ylmcwmsc25sdbwn4txeol,2.0,55.0,21.0
rp6jpehuzme43cwcldywmhtbymlrnpnq,4.0,48.0,8.0
rqfhhcfpmef3ad7censgbfwpnzhwrh2s,2.0,50.0,5.0
rqxujln5y62fg3ornctaozufjp5y3tnl,5.0,13.0,2.0
rrsovixdt6xtwjoz35ojqmop4h4exe3z,4.0,36.0,6.0
rwdku4w5yiqcpcy7fv5hbnnra6wqm2sq,9.0,51.0,18.0
rxagnbxc55lj6anjzb4js224hebe74ir,4.0,28.0,9.0
rya5ihf7r6ec37hgujlgph5n4m5krbol,4.0,57.0,8.0
rykytmfc6tumevermzc4jl52roigqo23,5.0,94.0,21.0
saippprc6nbto6zylepnqflruew4dhae,9.0,2.0,17.0
samhci7d3m5yeecvfroudslphv2ulqto,5.0,33.0,13.0
sci6a6k2damzw6gh7qrbcz7okewk7gkj,2.0,48.0,4.0
sgasfllfpvteh2nldjcilahra4hio6u3,5.0,66.0,21.0
sgibz4zw2lfbx3j676vrbhame4kemrw6,3.0,0.0,7.0
sgxevcg3csuk6r76f2shaw34cvm6b7au,9.0,79.0,7.0
sics4lzuserl55r7vojp2nzglkqxjrrs,5.0,19.0,21.0
sknx4lxsauoi6cdhc2ir44mdv425736b,1.0,3.0,7.0
sksa62s5f5q3noxsronaqirplx5ckjj4,3.0,47.0,9.0
sm4vzvy5efkbca23zm7bnmtvwebgytr2,4.0,64.0,13.0
sms5tmkwldrqyyndk7syonv25uulyjw7,8.0,82.0,13.0
smxgtzpr34udu2xexl2kpbyzimq7hozr,5.0,81.0,8.0
swctj7zmkz7pkoby6r6g6fbgtvdkfdi7,2.0,37.0,4.0
t2xlgaxxmweeylc2syh4s5zzpai34xfg,5.0,64.0,9.0
t3pc6fwmufrqgmh4csyvbhea6yzbf3hd,2.0,42.0,18.0
t5n3vygtp2bitmcxvi7bhmc5aa3kwkby,4.0,59.0,13.0
tcccofcu2hvfk4h4iuv736usymbooqij,8.0,81.0,2.0
ti6n223zhozilumhhniywekkxfxsuh7x,5.0,90.0,0.0
ti6vttk7oe3isrvvoiqzg6sz4os2hyxa,2.0,85.0,17.0
tj36pzjyzzbdc6pfuqraa4ijca3mtunt,8.0,88.0,21.0
tkcyxmx6r73hljkbkwawocymgpbn6nou,5.0,49.0,7.0
tn3shbgjkq2yohhqnnmask6cj3okkru2,1.0,91.0,12.0
trej6y75yu3v7luyzmdgeuoghqsyzexi,5.0,2.0,19.0
tvdidg63snt2qon4lmxcyimpti5qchnj,8.0,83.0,13.0
tvqyi56mj5v64t376wgu6h3mgpgn6iie,9.0,94.0,10.0
twcdfis4fc75wqy6k3v4nrdcejgep3i6,8.0,90.0,17.0
tzclohehl4zkh3sw5wzjkfvzpkfwu422,1.0,0.0,18.0
tzjrp6subo2edhogmrr4lbi4szwxn5qh,5.0,24.0,11.0
u4am4hdx6bpxiouzvpyvuzq5p42ei6iv,2.0,22.0,19.0
ucq7epm5yrelwuwlbp4tyvmp7ffxfv5v,2.0,71.0,16.0
udaxh7fjd77mhj67gc6z3ydt4uysjle6,2.0,56.0,16.0
uhqigckzbkgvc7lifcgu2fpjjjmgak67,2.0,60.0,7.0
uiztnm7qfyaam7d5uhulrrrciwyofnnq,1.0,12.0,6.0
usor2swfo5hydwm55tmruyd37jjr5gu3,9.0,27.0,13.0
uypy6ejcynucputa5rx2bc4swkjjzfop,7.0,86.0,18.0
uzber2smje5giwkhxwj6k6ruvxh2vpci,8.0,92.0,10.0
v2tplri6xh4jxvgfavtkmjj3jgk6xu6l,9.0,21.0,5.0
v37slnz7ffbfmnv6igu7w44xaexssxy2,4.0,52.0,12.0
v774d4p3wfowy7fsokkvaj4abvbfbhev,3.0,81.0,3.0
v77lbbs4gbi3bkutdqds4oludslmz42e,5.0,88.0,6.0
vcp6jkwjt3aqjdmqluueef45axspn5eo,2.0,85.0,21.0
vczw4vs2qtgunimn7epcog6bl2oqodx7,1.0,51.0,7.0
vd6kdczndimzygdnvlns2wgbs7nokto2,4.0,7.0,17.0
vdi7h6diaodmslq4upiyyz6mdljxrqqc,4.0,39.0,21.0
vhwwrynvruzzo6opkuvtnkr4zlhhdiw2,1.0,1.0,3.0
vmwhjm3ocn2ujmx2twdhexff7ffvukum,5.0,69.0,9.0
vo5frmulb6gduvhmgrmyap55axrarl6z,1.0,87.0,7.0
vqb6lublryz4b7zsnqhktxqapza7w5sp,5.0,78.0,20.0
vqfdo3ablgli6r7dzrfyavefd52pvtry,4.0,12.0,7.0
vtur5d3cwyengfdfz2ub65dwug3aocnn,8.0,89.0,19.0
vxj43op5tmptjcmsrnkw47bz6fiik3p7,6.0,88.0,5.0
w5zi3x2nf42pw2fvszfjmfsotx2pew23,5.0,18.0,17.0
wazzuyqgwjywujgifykxwhp3w753zyqf,9.0,51.0,5.0
wcfvl2kl5pdkrlxe3zgyhrumodypfk23,9.0,71.0,9.0
wg7gg33icclxgdnzj2co76jbrvcr6qkc,5.0,54.0,20.0
wgeq7yzki3ben2mspcqtdggwduaqjgcb,3.0,88.0,17.0
whk24au5d7c2pp4c4nudjn2us2co6r26,5.0,95.0,9.0
wic5qdskw5qn22y5ud4vrq4cxcrqhh2e,2.0,66.0,6.0
windchhnwbzmnxm4medfk5r57ihshe43,4.0,22.0,8.0
wkozsz2bmv2hxrxwz3rt7ugdbmtg6cvu,1.0,16.0,14.0
wqd4w25nmudku5kgzf27qraf74m2o557,9.0,80.0,1.0
wviif6dw7bvfwc6r6p3mrlkrqc4z3z2x,5.0,45.0,2.0
wvlvceclqijw4lxbcwn7xd7rbslzvo6b,2.0,35.0,4.0
wycolpof6sg4gz7noeyhgqm6rphakezs,2.0,47.0,14.0
x2bbwcospjyno2bgjmxpyz7z3xguvs53,2.0,8.0,10.0
x62okvvw7dnrw2siqmluki4kcgoosf42,5.0,82.0,6.0
x76zmmqm5qxcm6bnnny37anga4qaxv6p,9.0,44.0,19.0
xd2pc346ti2cbqexqbk3q3ljis7eizgx,4.0,90.0,19.0
xddgpfhhbfz37pvcpslwajb2s52mb37i,9.0,32.0,18.0
xe3ccikp3p6d4kglc7zk7bgspujasrla,1.0,32.0,3.0
xfs2cqcnhe6mfk6geff4fyle25ro3fjd,5.0,91.0,13.0
xgw4ta3xiousccwvuz2bknuxxzsso72u,2.0,75.0,8.0
xm7yeysblpuf2aktfokgw2rbuuvb6mr4,5.0,5.0,0.0
xprnpng3m5z2af264cnghlx3cto64ygo,7.0,88.0,11.0
xtxjy62ex6phy6aym77z4luzjfsngeih,5.0,26.0,12.0
xugfiz4gyoaj7rwprl2gy2thdubb45qc,1.0,77.0,14.0
xwjiwmsa22jec6c63mhrko3d2wi2nebz,5.0,85.0,0.0
xwtrabmcttu2rwwq6bo5z672qu4nkqrj,9.0,23.0,20.0
xxdqsfa553yoxlrfqr6cwq3a3gjq62pl,1.0,54.0,7.0
xyhfjfb6lxk4mpthjpp6yz2gkymcrvta,5.0,62.0,20.0
y6w2s66ifnbrgk6xqw244whtrws3hpi3,9.0,40.0,6.0
yblck2nlxzxdfneskqiouqwu6kd5z6gs,2.0,69.0,7.0
yboeosk7ulbutzqhg7dmqfwvtqrm63m6,9.0,42.0,17.0
yeg7d545dx7r2go4pcjhkzkunfxwbetw,4.0,17.0,18.0
yei2vuawkygk2y2zgtlfivkbvvkgo7xi,2.0,72.0,2.0
yi5setjhet3mgh2qrf72rqdfzbjvxzky,5.0,20.0,18.0
yjjjqe76zz5pazpvefwk7pt2mga67rwl,9.0,28.0,19.0
ymhvkr3r7as7pg3eyfaixqbzambk7aeb,5.0,53.0,21.0
ynpmesltrrb6fq3srjfchm32rtollsix,9.0,12.0,19.0
yqdqmy2rq73eochatuulmyzv2ee23i2t,1.0,46.0,7.0
yrmjd2cnrg5wexdbhzhrvmlk3jesnz5s,2.0,92.0,7.0
ysl6dguxhl4px5s22u7xe3mastoc3bqb,5.0,37.0,11.0
ywaxbnmibmx34qmm3r4viqjg6lxpbl6f,7.0,92.0,0.0
ywr2nszyft7ixsmz33m73m5eeckviwle,1.0,38.0,2.0
yxo37lp3ax4cuyov4m2b5jz42gleu43a,1.0,84.0,4.0
z2okqtev66oh6p3rwdojo6yfptadsaqy,2.0,6.0,1.0
z55e3wq5disopsicrrvxam2bfe2x5w6b,9.0,26.0,2.0
z6qyrbxlghgbs7cqavl7nkla4fbcslg2,1.0,17.0,15.0
zbh7cfh6svm4yi4vrkqpyfvqeyecbhja,5.0,88.0,19.0
zbqw7f5klev3jke73rwdtloac7xslcgn,2.0,34.0,10.0
zg7ji5eua3im3iltva4327npwzxejwxp,1.0,79.0,0.0
zh2qcixxosawjp4ug6x2fvgbjiiuxl4k,5.0,49.0,18.0
zjepytj2cysj5yvlxmxtj2ixmjlsf6rs,5.0,2.0,5.0
zmyi7vrw7c64kuo2hoc5uvleol55h5iy,3.0,89.0,11.0
zowuass62czxmudfafima5kbifwd3d2l,4.0,36.0,8.0
zrtkpphxxsapcjvm62etmprziaejj5uc,4.0,89.0,14.0
ztsiaibzeicp2a5xgl5xqi2hp3q74gff,6.0,84.0,8.0
ztu2ph7ym3mjrd35vidngiwbdtphernh,2.0,55.0,0.0
zvwkqhnhsveuggs5l5uot3sona6ysy56,5.0,46.0,18.0
